,transcript,filtered_common_ground,cosine_similarity,true_common_ground
29,"red block , blue block 're weight","blue = 50, red = 40",tensor([[0.0281]]),<m> blue = red </m>
30,"red block , blue block 're weight","blue = 10, red = 50",tensor([[0.0484]]),<m> blue = red </m>
31,"red block , blue block 're weight","blue = 20, red = 50",tensor([[0.0342]]),<m> blue = red </m>
32,"red block , blue block 're weight","blue = 30, red = 50",tensor([[0.0245]]),<m> blue = red </m>
33,"red block , blue block 're weight","blue = 40, red = 50",tensor([[0.0241]]),<m> blue = red </m>
34,"red block , blue block 're weight","blue = 50, red = 50",tensor([[0.0292]]),<m> blue = red </m>
35,sufficient green block one 's probably twenty,green = 20,tensor([[0.9275]]),<m> green = 20 </m>
36,sufficient green block one 's probably twenty,green != 20,tensor([[0.1280]]),<m> green = 20 </m>
37,sufficient green block one 's probably twenty,green < 20,tensor([[0.1798]]),<m> green = 20 </m>
38,sufficient green block one 's probably twenty,green > 20,tensor([[0.2882]]),<m> green = 20 </m>
39,purple one thirty,purple = 30,tensor([[0.9776]]),<m> purple = 30 </m>
40,purple one thirty,purple != 30,tensor([[0.0048]]),<m> purple = 30 </m>
41,purple one thirty,purple < 30,tensor([[0.0140]]),<m> purple = 30 </m>
42,purple one thirty,purple > 30,tensor([[0.0163]]),<m> purple = 30 </m>
43,green twenty purple thirty yellow block weighs fifty,"green = 20, purple = 30, yellow = 50",tensor([[0.0282]]),"<m> green = 20, purple = 30, yellow = 50 </m>"
44,green twenty purple thirty yellow block weighs fifty,"green = 20, purple = 50, yellow = 30",tensor([[0.0354]]),"<m> green = 20, purple = 30, yellow = 50 </m>"
45,green twenty purple thirty yellow block weighs fifty,"green = 30, purple = 20, yellow = 50",tensor([[0.0292]]),"<m> green = 20, purple = 30, yellow = 50 </m>"
46,green twenty purple thirty yellow block weighs fifty,"green = 30, purple = 50, yellow = 20",tensor([[0.0306]]),"<m> green = 20, purple = 30, yellow = 50 </m>"
47,green twenty purple thirty yellow block weighs fifty,"green = 50, purple = 20, yellow = 30",tensor([[0.0357]]),"<m> green = 20, purple = 30, yellow = 50 </m>"
48,green twenty purple thirty yellow block weighs fifty,"green = 50, purple = 30, yellow = 20",tensor([[0.0284]]),"<m> green = 20, purple = 30, yellow = 50 </m>"
49,mentioned green twenty,green = 20,tensor([[0.9705]]),<m> green = 20 </m>
50,mentioned green twenty,green != 20,tensor([[0.0132]]),<m> green = 20 </m>
51,mentioned green twenty,green < 20,tensor([[0.0142]]),<m> green = 20 </m>
52,mentioned green twenty,green > 20,tensor([[0.0156]]),<m> green = 20 </m>
53,yellow course ten,yellow = 10,tensor([[0.9941]]),<m> yellow != 10 </m>
54,yellow course ten,yellow != 10,tensor([[0.0036]]),<m> yellow != 10 </m>
55,yellow course ten,yellow < 10,tensor([[0.0031]]),<m> yellow != 10 </m>
56,yellow course ten,yellow > 10,tensor([[0.0012]]),<m> yellow != 10 </m>
57,feel yellow fifty,yellow = 50,tensor([[0.9758]]),<m> yellow = 50 </m>
58,feel yellow fifty,yellow != 50,tensor([[0.0511]]),<m> yellow = 50 </m>
59,feel yellow fifty,yellow < 50,tensor([[0.0827]]),<m> yellow = 50 </m>
60,feel yellow fifty,yellow > 50,tensor([[0.0483]]),<m> yellow = 50 </m>
61,yellow block 's sure thirty,yellow = 30,tensor([[0.8610]]),<m> yellow != 30 </m>
62,yellow block 's sure thirty,yellow != 30,tensor([[0.0142]]),<m> yellow != 30 </m>
63,yellow block 's sure thirty,yellow < 30,tensor([[0.0320]]),<m> yellow != 30 </m>
64,yellow block 's sure thirty,yellow > 30,tensor([[0.0357]]),<m> yellow != 30 </m>
