,transcript,filtered_common_ground,cosine_similarity,true_common_ground
35,sufficient green block one 's probably twenty,green = 20,tensor([[0.9245]]),<m> green = 20 </m>
36,sufficient green block one 's probably twenty,green != 20,tensor([[0.0815]]),<m> green = 20 </m>
37,sufficient green block one 's probably twenty,green < 20,tensor([[0.0995]]),<m> green = 20 </m>
38,sufficient green block one 's probably twenty,green > 20,tensor([[0.0948]]),<m> green = 20 </m>
39,purple one thirty,purple = 30,tensor([[0.5239]]),<m> purple = 30 </m>
40,purple one thirty,purple != 30,tensor([[0.0548]]),<m> purple = 30 </m>
41,purple one thirty,purple < 30,tensor([[0.0530]]),<m> purple = 30 </m>
42,purple one thirty,purple > 30,tensor([[0.0566]]),<m> purple = 30 </m>
43,green twenty purple thirty yellow block weighs fifty,"green = 20, purple = 30, yellow = 50",tensor([[0.0178]]),"<m> green = 20, purple = 30, yellow = 50 </m>"
44,green twenty purple thirty yellow block weighs fifty,"green = 20, purple = 50, yellow = 30",tensor([[0.0096]]),"<m> green = 20, purple = 30, yellow = 50 </m>"
45,green twenty purple thirty yellow block weighs fifty,"green = 30, purple = 20, yellow = 50",tensor([[0.0124]]),"<m> green = 20, purple = 30, yellow = 50 </m>"
46,green twenty purple thirty yellow block weighs fifty,"green = 30, purple = 50, yellow = 20",tensor([[0.0087]]),"<m> green = 20, purple = 30, yellow = 50 </m>"
47,green twenty purple thirty yellow block weighs fifty,"green = 50, purple = 20, yellow = 30",tensor([[0.0080]]),"<m> green = 20, purple = 30, yellow = 50 </m>"
48,green twenty purple thirty yellow block weighs fifty,"green = 50, purple = 30, yellow = 20",tensor([[0.0075]]),"<m> green = 20, purple = 30, yellow = 50 </m>"
49,mentioned green twenty,green = 20,tensor([[0.8571]]),<m> green = 20 </m>
50,mentioned green twenty,green != 20,tensor([[0.0445]]),<m> green = 20 </m>
51,mentioned green twenty,green < 20,tensor([[0.0455]]),<m> green = 20 </m>
52,mentioned green twenty,green > 20,tensor([[0.0465]]),<m> green = 20 </m>
53,yellow course ten,yellow = 10,tensor([[0.8629]]),<m> yellow != 10 </m>
54,yellow course ten,yellow != 10,tensor([[0.0448]]),<m> yellow != 10 </m>
55,yellow course ten,yellow < 10,tensor([[0.0460]]),<m> yellow != 10 </m>
56,yellow course ten,yellow > 10,tensor([[0.0449]]),<m> yellow != 10 </m>
57,"try purple block , green block",green = red,tensor([[0.8342]]),<m> yellow > blue + green + red </m>
58,"try purple block , green block",purple = red,tensor([[0.8924]]),<m> yellow > blue + green + red </m>
59,"try purple block , green block",red = blue + green,tensor([[0.7291]]),<m> yellow > blue + green + red </m>
60,"try purple block , green block",red = blue + purple,tensor([[0.8286]]),<m> yellow > blue + green + red </m>
61,"try purple block , green block",red = green + purple,tensor([[0.8792]]),<m> yellow > blue + green + red </m>
62,"try purple block , green block",red = green + yellow,tensor([[0.5457]]),<m> yellow > blue + green + red </m>
63,"try purple block , green block",red = purple + yellow,tensor([[0.8354]]),<m> yellow > blue + green + red </m>
64,"try purple block , green block",red = blue + green + purple,tensor([[0.5345]]),<m> yellow > blue + green + red </m>
65,"try purple block , green block",red = blue + green + yellow,tensor([[0.1909]]),<m> yellow > blue + green + red </m>
66,"try purple block , green block",red = blue + purple + yellow,tensor([[0.3891]]),<m> yellow > blue + green + red </m>
67,"try purple block , green block",red = green + purple + yellow,tensor([[0.5026]]),<m> yellow > blue + green + red </m>
68,"try purple block , green block",red = blue + green + purple + yellow,tensor([[0.2336]]),<m> yellow > blue + green + red </m>
69,"try purple block , green block",green != red,tensor([[0.3379]]),<m> yellow > blue + green + red </m>
70,"try purple block , green block",purple != red,tensor([[0.1807]]),<m> yellow > blue + green + red </m>
71,"try purple block , green block",red != blue + green,tensor([[0.8801]]),<m> yellow > blue + green + red </m>
72,"try purple block , green block",red != blue + purple,tensor([[0.8550]]),<m> yellow > blue + green + red </m>
73,"try purple block , green block",red != green + purple,tensor([[0.8460]]),<m> yellow > blue + green + red </m>
74,"try purple block , green block",red != green + yellow,tensor([[0.9060]]),<m> yellow > blue + green + red </m>
75,"try purple block , green block",red != purple + yellow,tensor([[0.8993]]),<m> yellow > blue + green + red </m>
76,"try purple block , green block",red != blue + green + purple,tensor([[0.9103]]),<m> yellow > blue + green + red </m>
77,"try purple block , green block",red != blue + green + yellow,tensor([[0.6177]]),<m> yellow > blue + green + red </m>
78,"try purple block , green block",red != blue + purple + yellow,tensor([[0.8942]]),<m> yellow > blue + green + red </m>
79,"try purple block , green block",red != green + purple + yellow,tensor([[0.9016]]),<m> yellow > blue + green + red </m>
80,"try purple block , green block",red != blue + green + purple + yellow,tensor([[0.8216]]),<m> yellow > blue + green + red </m>
81,"try purple block , green block",red < green,tensor([[0.3382]]),<m> yellow > blue + green + red </m>
82,"try purple block , green block",red < purple,tensor([[0.4439]]),<m> yellow > blue + green + red </m>
83,"try purple block , green block",red < blue + green,tensor([[0.8685]]),<m> yellow > blue + green + red </m>
84,"try purple block , green block",red < blue + purple,tensor([[0.8785]]),<m> yellow > blue + green + red </m>
85,"try purple block , green block",red < green + purple,tensor([[0.8382]]),<m> yellow > blue + green + red </m>
86,"try purple block , green block",red < green + yellow,tensor([[0.8889]]),<m> yellow > blue + green + red </m>
87,"try purple block , green block",red < purple + yellow,tensor([[0.9023]]),<m> yellow > blue + green + red </m>
88,"try purple block , green block",red < blue + green + purple,tensor([[0.8927]]),<m> yellow > blue + green + red </m>
89,"try purple block , green block",red < blue + green + yellow,tensor([[0.5911]]),<m> yellow > blue + green + red </m>
90,"try purple block , green block",red < blue + purple + yellow,tensor([[0.8378]]),<m> yellow > blue + green + red </m>
91,"try purple block , green block",red < green + purple + yellow,tensor([[0.8919]]),<m> yellow > blue + green + red </m>
92,"try purple block , green block",red < blue + green + purple + yellow,tensor([[0.6382]]),<m> yellow > blue + green + red </m>
93,"try purple block , green block",red > green,tensor([[0.5481]]),<m> yellow > blue + green + red </m>
94,"try purple block , green block",red > purple,tensor([[0.6079]]),<m> yellow > blue + green + red </m>
95,"try purple block , green block",red > blue + green,tensor([[0.8714]]),<m> yellow > blue + green + red </m>
96,"try purple block , green block",red > blue + purple,tensor([[0.8619]]),<m> yellow > blue + green + red </m>
97,"try purple block , green block",red > green + purple,tensor([[0.8406]]),<m> yellow > blue + green + red </m>
98,"try purple block , green block",red > green + yellow,tensor([[0.8988]]),<m> yellow > blue + green + red </m>
99,"try purple block , green block",red > purple + yellow,tensor([[0.8980]]),<m> yellow > blue + green + red </m>
100,"try purple block , green block",red > blue + green + purple,tensor([[0.8921]]),<m> yellow > blue + green + red </m>
101,"try purple block , green block",red > blue + green + yellow,tensor([[0.5740]]),<m> yellow > blue + green + red </m>
102,"try purple block , green block",red > blue + purple + yellow,tensor([[0.8652]]),<m> yellow > blue + green + red </m>
103,"try purple block , green block",red > green + purple + yellow,tensor([[0.8919]]),<m> yellow > blue + green + red </m>
104,"try purple block , green block",red > blue + green + purple + yellow,tensor([[0.6377]]),<m> yellow > blue + green + red </m>
105,"try purple block , green block",blue = green,tensor([[0.8491]]),<m> yellow > blue + green + red </m>
106,"try purple block , green block",blue = purple,tensor([[0.8953]]),<m> yellow > blue + green + red </m>
107,"try purple block , green block",blue = green + red,tensor([[0.6515]]),<m> yellow > blue + green + red </m>
108,"try purple block , green block",blue = purple + red,tensor([[0.8542]]),<m> yellow > blue + green + red </m>
109,"try purple block , green block",blue = green + purple,tensor([[0.8717]]),<m> yellow > blue + green + red </m>
110,"try purple block , green block",blue = green + yellow,tensor([[0.5790]]),<m> yellow > blue + green + red </m>
111,"try purple block , green block",blue = purple + yellow,tensor([[0.8374]]),<m> yellow > blue + green + red </m>
112,"try purple block , green block",blue = green + purple + red,tensor([[0.5600]]),<m> yellow > blue + green + red </m>
113,"try purple block , green block",blue = green + red + yellow,tensor([[0.1930]]),<m> yellow > blue + green + red </m>
114,"try purple block , green block",blue = purple + red + yellow,tensor([[0.5263]]),<m> yellow > blue + green + red </m>
115,"try purple block , green block",blue = green + purple + yellow,tensor([[0.5143]]),<m> yellow > blue + green + red </m>
116,"try purple block , green block",blue = green + purple + red + yellow,tensor([[0.2929]]),<m> yellow > blue + green + red </m>
117,"try purple block , green block",blue != green,tensor([[0.3878]]),<m> yellow > blue + green + red </m>
118,"try purple block , green block",blue != purple,tensor([[0.2263]]),<m> yellow > blue + green + red </m>
119,"try purple block , green block",blue != green + red,tensor([[0.8915]]),<m> yellow > blue + green + red </m>
120,"try purple block , green block",blue != purple + red,tensor([[0.8309]]),<m> yellow > blue + green + red </m>
121,"try purple block , green block",blue != green + purple,tensor([[0.8393]]),<m> yellow > blue + green + red </m>
122,"try purple block , green block",blue != green + yellow,tensor([[0.8973]]),<m> yellow > blue + green + red </m>
123,"try purple block , green block",blue != purple + yellow,tensor([[0.8845]]),<m> yellow > blue + green + red </m>
124,"try purple block , green block",blue != green + purple + red,tensor([[0.9144]]),<m> yellow > blue + green + red </m>
125,"try purple block , green block",blue != green + red + yellow,tensor([[0.6215]]),<m> yellow > blue + green + red </m>
126,"try purple block , green block",blue != purple + red + yellow,tensor([[0.9087]]),<m> yellow > blue + green + red </m>
127,"try purple block , green block",blue != green + purple + yellow,tensor([[0.9051]]),<m> yellow > blue + green + red </m>
128,"try purple block , green block",blue != green + purple + red + yellow,tensor([[0.8977]]),<m> yellow > blue + green + red </m>
129,"try purple block , green block",blue < green,tensor([[0.2987]]),<m> yellow > blue + green + red </m>
130,"try purple block , green block",blue < purple,tensor([[0.4066]]),<m> yellow > blue + green + red </m>
131,"try purple block , green block",blue < green + red,tensor([[0.8684]]),<m> yellow > blue + green + red </m>
132,"try purple block , green block",blue < purple + red,tensor([[0.8752]]),<m> yellow > blue + green + red </m>
133,"try purple block , green block",blue < green + purple,tensor([[0.8167]]),<m> yellow > blue + green + red </m>
134,"try purple block , green block",blue < green + yellow,tensor([[0.8808]]),<m> yellow > blue + green + red </m>
135,"try purple block , green block",blue < purple + yellow,tensor([[0.8887]]),<m> yellow > blue + green + red </m>
136,"try purple block , green block",blue < green + purple + red,tensor([[0.8996]]),<m> yellow > blue + green + red </m>
137,"try purple block , green block",blue < green + red + yellow,tensor([[0.5858]]),<m> yellow > blue + green + red </m>
138,"try purple block , green block",blue < purple + red + yellow,tensor([[0.8891]]),<m> yellow > blue + green + red </m>
139,"try purple block , green block",blue < green + purple + yellow,tensor([[0.8995]]),<m> yellow > blue + green + red </m>
140,"try purple block , green block",blue < green + purple + red + yellow,tensor([[0.8008]]),<m> yellow > blue + green + red </m>
141,"try purple block , green block",blue > green,tensor([[0.5400]]),<m> yellow > blue + green + red </m>
142,"try purple block , green block",blue > purple,tensor([[0.6235]]),<m> yellow > blue + green + red </m>
143,"try purple block , green block",blue > green + red,tensor([[0.8647]]),<m> yellow > blue + green + red </m>
144,"try purple block , green block",blue > purple + red,tensor([[0.8431]]),<m> yellow > blue + green + red </m>
145,"try purple block , green block",blue > green + purple,tensor([[0.7876]]),<m> yellow > blue + green + red </m>
146,"try purple block , green block",blue > green + yellow,tensor([[0.8849]]),<m> yellow > blue + green + red </m>
147,"try purple block , green block",blue > purple + yellow,tensor([[0.8829]]),<m> yellow > blue + green + red </m>
148,"try purple block , green block",blue > green + purple + red,tensor([[0.9079]]),<m> yellow > blue + green + red </m>
149,"try purple block , green block",blue > green + red + yellow,tensor([[0.5571]]),<m> yellow > blue + green + red </m>
150,"try purple block , green block",blue > purple + red + yellow,tensor([[0.9035]]),<m> yellow > blue + green + red </m>
151,"try purple block , green block",blue > green + purple + yellow,tensor([[0.8966]]),<m> yellow > blue + green + red </m>
152,"try purple block , green block",blue > green + purple + red + yellow,tensor([[0.7860]]),<m> yellow > blue + green + red </m>
153,"try purple block , green block",green = 10,tensor([[0.8370]]),<m> yellow > blue + green + red </m>
154,"try purple block , green block",green = 20,tensor([[0.8409]]),<m> yellow > blue + green + red </m>
155,"try purple block , green block",green = 30,tensor([[0.8608]]),<m> yellow > blue + green + red </m>
156,"try purple block , green block",green = 40,tensor([[0.8395]]),<m> yellow > blue + green + red </m>
157,"try purple block , green block",green = 50,tensor([[0.8391]]),<m> yellow > blue + green + red </m>
158,"try purple block , green block",green = purple,tensor([[0.9011]]),<m> yellow > blue + green + red </m>
159,"try purple block , green block",green = yellow,tensor([[0.8226]]),<m> yellow > blue + green + red </m>
160,"try purple block , green block",green = blue + red,tensor([[0.6022]]),<m> yellow > blue + green + red </m>
161,"try purple block , green block",green = purple + red,tensor([[0.8784]]),<m> yellow > blue + green + red </m>
162,"try purple block , green block",green = red + yellow,tensor([[0.5333]]),<m> yellow > blue + green + red </m>
163,"try purple block , green block",green = blue + purple,tensor([[0.8598]]),<m> yellow > blue + green + red </m>
164,"try purple block , green block",green = blue + yellow,tensor([[0.5634]]),<m> yellow > blue + green + red </m>
165,"try purple block , green block",green = purple + yellow,tensor([[0.8424]]),<m> yellow > blue + green + red </m>
166,"try purple block , green block",green = blue + purple + red,tensor([[0.6297]]),<m> yellow > blue + green + red </m>
167,"try purple block , green block",green = blue + red + yellow,tensor([[0.1856]]),<m> yellow > blue + green + red </m>
168,"try purple block , green block",green = purple + red + yellow,tensor([[0.6162]]),<m> yellow > blue + green + red </m>
169,"try purple block , green block",green = blue + purple + yellow,tensor([[0.5680]]),<m> yellow > blue + green + red </m>
170,"try purple block , green block",green = blue + purple + red + yellow,tensor([[0.3178]]),<m> yellow > blue + green + red </m>
171,"try purple block , green block",green != 10,tensor([[0.0800]]),<m> yellow > blue + green + red </m>
172,"try purple block , green block",green != 20,tensor([[0.0816]]),<m> yellow > blue + green + red </m>
173,"try purple block , green block",green != 30,tensor([[0.0787]]),<m> yellow > blue + green + red </m>
174,"try purple block , green block",green != 40,tensor([[0.0865]]),<m> yellow > blue + green + red </m>
175,"try purple block , green block",green != 50,tensor([[0.0926]]),<m> yellow > blue + green + red </m>
176,"try purple block , green block",green != purple,tensor([[0.1637]]),<m> yellow > blue + green + red </m>
177,"try purple block , green block",green != yellow,tensor([[0.4114]]),<m> yellow > blue + green + red </m>
178,"try purple block , green block",green != blue + red,tensor([[0.8780]]),<m> yellow > blue + green + red </m>
179,"try purple block , green block",green != purple + red,tensor([[0.7311]]),<m> yellow > blue + green + red </m>
180,"try purple block , green block",green != red + yellow,tensor([[0.9040]]),<m> yellow > blue + green + red </m>
181,"try purple block , green block",green != blue + purple,tensor([[0.7888]]),<m> yellow > blue + green + red </m>
182,"try purple block , green block",green != blue + yellow,tensor([[0.8935]]),<m> yellow > blue + green + red </m>
183,"try purple block , green block",green != purple + yellow,tensor([[0.8617]]),<m> yellow > blue + green + red </m>
184,"try purple block , green block",green != blue + purple + red,tensor([[0.9123]]),<m> yellow > blue + green + red </m>
185,"try purple block , green block",green != blue + red + yellow,tensor([[0.6965]]),<m> yellow > blue + green + red </m>
186,"try purple block , green block",green != purple + red + yellow,tensor([[0.9133]]),<m> yellow > blue + green + red </m>
187,"try purple block , green block",green != blue + purple + yellow,tensor([[0.9128]]),<m> yellow > blue + green + red </m>
188,"try purple block , green block",green != blue + purple + red + yellow,tensor([[0.8914]]),<m> yellow > blue + green + red </m>
189,"try purple block , green block",green < 10,tensor([[0.2819]]),<m> yellow > blue + green + red </m>
190,"try purple block , green block",green < 20,tensor([[0.2339]]),<m> yellow > blue + green + red </m>
191,"try purple block , green block",green < 30,tensor([[0.2383]]),<m> yellow > blue + green + red </m>
192,"try purple block , green block",green < 40,tensor([[0.2940]]),<m> yellow > blue + green + red </m>
193,"try purple block , green block",green < 50,tensor([[0.4421]]),<m> yellow > blue + green + red </m>
194,"try purple block , green block",green < red,tensor([[0.4310]]),<m> yellow > blue + green + red </m>
195,"try purple block , green block",green < blue,tensor([[0.3766]]),<m> yellow > blue + green + red </m>
196,"try purple block , green block",green < purple,tensor([[0.3094]]),<m> yellow > blue + green + red </m>
197,"try purple block , green block",green < yellow,tensor([[0.5278]]),<m> yellow > blue + green + red </m>
198,"try purple block , green block",green < blue + red,tensor([[0.8647]]),<m> yellow > blue + green + red </m>
199,"try purple block , green block",green < purple + red,tensor([[0.7950]]),<m> yellow > blue + green + red </m>
200,"try purple block , green block",green < red + yellow,tensor([[0.8898]]),<m> yellow > blue + green + red </m>
201,"try purple block , green block",green < blue + purple,tensor([[0.8012]]),<m> yellow > blue + green + red </m>
202,"try purple block , green block",green < blue + yellow,tensor([[0.8789]]),<m> yellow > blue + green + red </m>
203,"try purple block , green block",green < purple + yellow,tensor([[0.8687]]),<m> yellow > blue + green + red </m>
204,"try purple block , green block",green < blue + purple + red,tensor([[0.9049]]),<m> yellow > blue + green + red </m>
205,"try purple block , green block",green < blue + red + yellow,tensor([[0.6768]]),<m> yellow > blue + green + red </m>
206,"try purple block , green block",green < purple + red + yellow,tensor([[0.9058]]),<m> yellow > blue + green + red </m>
207,"try purple block , green block",green < blue + purple + yellow,tensor([[0.9018]]),<m> yellow > blue + green + red </m>
208,"try purple block , green block",green < blue + purple + red + yellow,tensor([[0.8484]]),<m> yellow > blue + green + red </m>
209,"try purple block , green block",green > 10,tensor([[0.1034]]),<m> yellow > blue + green + red </m>
210,"try purple block , green block",green > 20,tensor([[0.1151]]),<m> yellow > blue + green + red </m>
211,"try purple block , green block",green > 30,tensor([[0.1110]]),<m> yellow > blue + green + red </m>
212,"try purple block , green block",green > 40,tensor([[0.1281]]),<m> yellow > blue + green + red </m>
213,"try purple block , green block",green > 50,tensor([[0.1769]]),<m> yellow > blue + green + red </m>
214,"try purple block , green block",green > red,tensor([[0.6422]]),<m> yellow > blue + green + red </m>
215,"try purple block , green block",green > blue,tensor([[0.6032]]),<m> yellow > blue + green + red </m>
216,"try purple block , green block",green > purple,tensor([[0.5293]]),<m> yellow > blue + green + red </m>
217,"try purple block , green block",green > yellow,tensor([[0.7319]]),<m> yellow > blue + green + red </m>
218,"try purple block , green block",green > blue + red,tensor([[0.8666]]),<m> yellow > blue + green + red </m>
219,"try purple block , green block",green > purple + red,tensor([[0.7475]]),<m> yellow > blue + green + red </m>
220,"try purple block , green block",green > red + yellow,tensor([[0.8941]]),<m> yellow > blue + green + red </m>
221,"try purple block , green block",green > blue + purple,tensor([[0.7702]]),<m> yellow > blue + green + red </m>
222,"try purple block , green block",green > blue + yellow,tensor([[0.8842]]),<m> yellow > blue + green + red </m>
223,"try purple block , green block",green > purple + yellow,tensor([[0.8545]]),<m> yellow > blue + green + red </m>
224,"try purple block , green block",green > blue + purple + red,tensor([[0.9116]]),<m> yellow > blue + green + red </m>
225,"try purple block , green block",green > blue + red + yellow,tensor([[0.5411]]),<m> yellow > blue + green + red </m>
226,"try purple block , green block",green > purple + red + yellow,tensor([[0.9132]]),<m> yellow > blue + green + red </m>
227,"try purple block , green block",green > blue + purple + yellow,tensor([[0.9079]]),<m> yellow > blue + green + red </m>
228,"try purple block , green block",green > blue + purple + red + yellow,tensor([[0.8528]]),<m> yellow > blue + green + red </m>
229,"try purple block , green block",purple = 10,tensor([[0.9019]]),<m> yellow > blue + green + red </m>
230,"try purple block , green block",purple = 20,tensor([[0.9048]]),<m> yellow > blue + green + red </m>
231,"try purple block , green block",purple = 30,tensor([[0.9070]]),<m> yellow > blue + green + red </m>
232,"try purple block , green block",purple = 40,tensor([[0.9018]]),<m> yellow > blue + green + red </m>
233,"try purple block , green block",purple = 50,tensor([[0.9061]]),<m> yellow > blue + green + red </m>
234,"try purple block , green block",purple = yellow,tensor([[0.8975]]),<m> yellow > blue + green + red </m>
235,"try purple block , green block",purple = blue + red,tensor([[0.8574]]),<m> yellow > blue + green + red </m>
236,"try purple block , green block",purple = green + red,tensor([[0.8862]]),<m> yellow > blue + green + red </m>
237,"try purple block , green block",purple = red + yellow,tensor([[0.8267]]),<m> yellow > blue + green + red </m>
238,"try purple block , green block",purple = blue + green,tensor([[0.8852]]),<m> yellow > blue + green + red </m>
239,"try purple block , green block",purple = blue + yellow,tensor([[0.8311]]),<m> yellow > blue + green + red </m>
240,"try purple block , green block",purple = green + yellow,tensor([[0.8467]]),<m> yellow > blue + green + red </m>
241,"try purple block , green block",purple = blue + green + red,tensor([[0.5875]]),<m> yellow > blue + green + red </m>
242,"try purple block , green block",purple = blue + red + yellow,tensor([[0.4926]]),<m> yellow > blue + green + red </m>
243,"try purple block , green block",purple = green + red + yellow,tensor([[0.6205]]),<m> yellow > blue + green + red </m>
244,"try purple block , green block",purple = blue + green + yellow,tensor([[0.5784]]),<m> yellow > blue + green + red </m>
245,"try purple block , green block",purple = blue + green + red + yellow,tensor([[0.3645]]),<m> yellow > blue + green + red </m>
246,"try purple block , green block",purple != 10,tensor([[0.0682]]),<m> yellow > blue + green + red </m>
247,"try purple block , green block",purple != 20,tensor([[0.0711]]),<m> yellow > blue + green + red </m>
248,"try purple block , green block",purple != 30,tensor([[0.0673]]),<m> yellow > blue + green + red </m>
249,"try purple block , green block",purple != 40,tensor([[0.0742]]),<m> yellow > blue + green + red </m>
250,"try purple block , green block",purple != 50,tensor([[0.0760]]),<m> yellow > blue + green + red </m>
251,"try purple block , green block",purple != yellow,tensor([[0.2363]]),<m> yellow > blue + green + red </m>
252,"try purple block , green block",purple != blue + red,tensor([[0.8229]]),<m> yellow > blue + green + red </m>
253,"try purple block , green block",purple != green + red,tensor([[0.7779]]),<m> yellow > blue + green + red </m>
254,"try purple block , green block",purple != red + yellow,tensor([[0.8852]]),<m> yellow > blue + green + red </m>
255,"try purple block , green block",purple != blue + green,tensor([[0.6382]]),<m> yellow > blue + green + red </m>
256,"try purple block , green block",purple != blue + yellow,tensor([[0.8739]]),<m> yellow > blue + green + red </m>
257,"try purple block , green block",purple != green + yellow,tensor([[0.8753]]),<m> yellow > blue + green + red </m>
258,"try purple block , green block",purple != blue + green + red,tensor([[0.8991]]),<m> yellow > blue + green + red </m>
259,"try purple block , green block",purple != blue + red + yellow,tensor([[0.9142]]),<m> yellow > blue + green + red </m>
260,"try purple block , green block",purple != green + red + yellow,tensor([[0.9130]]),<m> yellow > blue + green + red </m>
261,"try purple block , green block",purple != blue + green + yellow,tensor([[0.9065]]),<m> yellow > blue + green + red </m>
262,"try purple block , green block",purple != blue + green + red + yellow,tensor([[0.9054]]),<m> yellow > blue + green + red </m>
263,"try purple block , green block",purple < 10,tensor([[0.1297]]),<m> yellow > blue + green + red </m>
264,"try purple block , green block",purple < 20,tensor([[0.1171]]),<m> yellow > blue + green + red </m>
265,"try purple block , green block",purple < 30,tensor([[0.1174]]),<m> yellow > blue + green + red </m>
266,"try purple block , green block",purple < 40,tensor([[0.1463]]),<m> yellow > blue + green + red </m>
267,"try purple block , green block",purple < 50,tensor([[0.2092]]),<m> yellow > blue + green + red </m>
268,"try purple block , green block",purple < red,tensor([[0.2971]]),<m> yellow > blue + green + red </m>
269,"try purple block , green block",purple < blue,tensor([[0.2349]]),<m> yellow > blue + green + red </m>
270,"try purple block , green block",purple < green,tensor([[0.1330]]),<m> yellow > blue + green + red </m>
271,"try purple block , green block",purple < yellow,tensor([[0.4499]]),<m> yellow > blue + green + red </m>
272,"try purple block , green block",purple < blue + red,tensor([[0.8118]]),<m> yellow > blue + green + red </m>
273,"try purple block , green block",purple < green + red,tensor([[0.7279]]),<m> yellow > blue + green + red </m>
274,"try purple block , green block",purple < red + yellow,tensor([[0.8842]]),<m> yellow > blue + green + red </m>
275,"try purple block , green block",purple < blue + green,tensor([[0.6339]]),<m> yellow > blue + green + red </m>
276,"try purple block , green block",purple < blue + yellow,tensor([[0.8559]]),<m> yellow > blue + green + red </m>
277,"try purple block , green block",purple < green + yellow,tensor([[0.8247]]),<m> yellow > blue + green + red </m>
278,"try purple block , green block",purple < blue + green + red,tensor([[0.8847]]),<m> yellow > blue + green + red </m>
279,"try purple block , green block",purple < blue + red + yellow,tensor([[0.9028]]),<m> yellow > blue + green + red </m>
280,"try purple block , green block",purple < green + red + yellow,tensor([[0.9077]]),<m> yellow > blue + green + red </m>
281,"try purple block , green block",purple < blue + green + yellow,tensor([[0.8970]]),<m> yellow > blue + green + red </m>
282,"try purple block , green block",purple < blue + green + red + yellow,tensor([[0.8952]]),<m> yellow > blue + green + red </m>
283,"try purple block , green block",purple > 10,tensor([[0.0770]]),<m> yellow > blue + green + red </m>
284,"try purple block , green block",purple > 20,tensor([[0.0831]]),<m> yellow > blue + green + red </m>
285,"try purple block , green block",purple > 30,tensor([[0.0807]]),<m> yellow > blue + green + red </m>
286,"try purple block , green block",purple > 40,tensor([[0.0911]]),<m> yellow > blue + green + red </m>
