,transcript,filtered_common_ground,cosine_similarity,true_common_ground
38,So twenty thirty,"blue = 30, red = 30, yellow = 20",tensor([[0.0180]]),"<m> green = 20, purple = 30 </m>"
39,So twenty thirty,"green = 20, purple = 20, red = 30",tensor([[0.0172]]),"<m> green = 20, purple = 30 </m>"
40,So twenty thirty,"green = 20, purple = 30, red = 30",tensor([[0.0170]]),"<m> green = 20, purple = 30 </m>"
41,So twenty thirty,"green = 20, red = 30, yellow = 20",tensor([[0.0228]]),"<m> green = 20, purple = 30 </m>"
42,So twenty thirty,"green = 20, red = 30, yellow = 30",tensor([[0.0193]]),"<m> green = 20, purple = 30 </m>"
43,So twenty thirty,"green = 30, purple = 20, red = 30",tensor([[0.0193]]),"<m> green = 20, purple = 30 </m>"
44,So twenty thirty,"green = 30, red = 30, yellow = 20",tensor([[0.0218]]),"<m> green = 20, purple = 30 </m>"
45,So twenty thirty,"purple = 20, red = 30, yellow = 20",tensor([[0.0236]]),"<m> green = 20, purple = 30 </m>"
46,So twenty thirty,"purple = 20, red = 30, yellow = 30",tensor([[0.0212]]),"<m> green = 20, purple = 30 </m>"
47,So twenty thirty,"purple = 30, red = 30, yellow = 20",tensor([[0.0234]]),"<m> green = 20, purple = 30 </m>"
48,So twenty thirty,"blue = 20, green = 20, purple = 30",tensor([[0.0221]]),"<m> green = 20, purple = 30 </m>"
49,So twenty thirty,"blue = 20, green = 20, yellow = 30",tensor([[0.0198]]),"<m> green = 20, purple = 30 </m>"
50,So twenty thirty,"blue = 20, green = 30, purple = 20",tensor([[0.0213]]),"<m> green = 20, purple = 30 </m>"
51,So twenty thirty,"blue = 20, green = 30, purple = 30",tensor([[0.0197]]),"<m> green = 20, purple = 30 </m>"
52,So twenty thirty,"blue = 20, green = 30, yellow = 20",tensor([[0.0226]]),"<m> green = 20, purple = 30 </m>"
53,So twenty thirty,"blue = 20, green = 30, yellow = 30",tensor([[0.0191]]),"<m> green = 20, purple = 30 </m>"
54,So twenty thirty,"blue = 20, purple = 20, yellow = 30",tensor([[0.0179]]),"<m> green = 20, purple = 30 </m>"
55,So twenty thirty,"blue = 20, purple = 30, yellow = 20",tensor([[0.0205]]),"<m> green = 20, purple = 30 </m>"
56,So twenty thirty,"blue = 20, purple = 30, yellow = 30",tensor([[0.0163]]),"<m> green = 20, purple = 30 </m>"
57,So twenty thirty,"blue = 30, green = 20, purple = 20",tensor([[0.0169]]),"<m> green = 20, purple = 30 </m>"
58,So twenty thirty,"blue = 30, green = 20, purple = 30",tensor([[0.0203]]),"<m> green = 20, purple = 30 </m>"
59,So twenty thirty,"blue = 30, green = 20, yellow = 20",tensor([[0.0173]]),"<m> green = 20, purple = 30 </m>"
60,So twenty thirty,"blue = 30, green = 20, yellow = 30",tensor([[0.0203]]),"<m> green = 20, purple = 30 </m>"
61,So twenty thirty,"blue = 30, green = 30, purple = 20",tensor([[0.0189]]),"<m> green = 20, purple = 30 </m>"
62,So twenty thirty,"blue = 30, green = 30, yellow = 20",tensor([[0.0207]]),"<m> green = 20, purple = 30 </m>"
63,So twenty thirty,"blue = 30, purple = 20, yellow = 20",tensor([[0.0154]]),"<m> green = 20, purple = 30 </m>"
64,So twenty thirty,"blue = 30, purple = 20, yellow = 30",tensor([[0.0168]]),"<m> green = 20, purple = 30 </m>"
65,So twenty thirty,"blue = 30, purple = 30, yellow = 20",tensor([[0.0186]]),"<m> green = 20, purple = 30 </m>"
66,So twenty thirty,"green = 20, purple = 20, yellow = 30",tensor([[0.0207]]),"<m> green = 20, purple = 30 </m>"
67,So twenty thirty,"green = 20, purple = 30, yellow = 20",tensor([[0.0226]]),"<m> green = 20, purple = 30 </m>"
68,So twenty thirty,"green = 20, purple = 30, yellow = 30",tensor([[0.0246]]),"<m> green = 20, purple = 30 </m>"
69,So twenty thirty,"green = 30, purple = 20, yellow = 20",tensor([[0.0202]]),"<m> green = 20, purple = 30 </m>"
70,So twenty thirty,"green = 30, purple = 20, yellow = 30",tensor([[0.0245]]),"<m> green = 20, purple = 30 </m>"
71,So twenty thirty,"green = 30, purple = 30, yellow = 20",tensor([[0.0227]]),"<m> green = 20, purple = 30 </m>"
72,So twenty thirty,"blue = 30, red = 20",tensor([[0.1866]]),"<m> green = 20, purple = 30 </m>"
73,So twenty thirty,"green = 30, red = 20",tensor([[0.2158]]),"<m> green = 20, purple = 30 </m>"
74,So twenty thirty,"purple = 30, red = 20",tensor([[0.1808]]),"<m> green = 20, purple = 30 </m>"
75,So twenty thirty,"red = 20, yellow = 30",tensor([[0.2653]]),"<m> green = 20, purple = 30 </m>"
76,So twenty thirty,"blue = 20, red = 30",tensor([[0.2480]]),"<m> green = 20, purple = 30 </m>"
77,So twenty thirty,"green = 20, red = 30",tensor([[0.2514]]),"<m> green = 20, purple = 30 </m>"
78,So twenty thirty,"purple = 20, red = 30",tensor([[0.2409]]),"<m> green = 20, purple = 30 </m>"
79,So twenty thirty,"red = 30, yellow = 20",tensor([[0.2161]]),"<m> green = 20, purple = 30 </m>"
80,So twenty thirty,"blue = 20, green = 30",tensor([[0.2344]]),"<m> green = 20, purple = 30 </m>"
81,So twenty thirty,"blue = 20, purple = 30",tensor([[0.2866]]),"<m> green = 20, purple = 30 </m>"
82,So twenty thirty,"blue = 20, yellow = 30",tensor([[0.2432]]),"<m> green = 20, purple = 30 </m>"
83,So twenty thirty,"blue = 30, green = 20",tensor([[0.1975]]),"<m> green = 20, purple = 30 </m>"
84,So twenty thirty,"blue = 30, purple = 20",tensor([[0.1867]]),"<m> green = 20, purple = 30 </m>"
85,So twenty thirty,"blue = 30, yellow = 20",tensor([[0.1995]]),"<m> green = 20, purple = 30 </m>"
86,So twenty thirty,"green = 20, purple = 30",tensor([[0.2987]]),"<m> green = 20, purple = 30 </m>"
87,So twenty thirty,"green = 20, yellow = 30",tensor([[0.3069]]),"<m> green = 20, purple = 30 </m>"
88,So twenty thirty,"green = 30, purple = 20",tensor([[0.2409]]),"<m> green = 20, purple = 30 </m>"
89,So twenty thirty,"green = 30, yellow = 20",tensor([[0.2644]]),"<m> green = 20, purple = 30 </m>"
90,So twenty thirty,"purple = 20, yellow = 30",tensor([[0.2603]]),"<m> green = 20, purple = 30 </m>"
91,So twenty thirty,"purple = 30, yellow = 20",tensor([[0.2094]]),"<m> green = 20, purple = 30 </m>"
92,So twenty thirty,"blue = 20, green = 20, purple = 30, red = 20",tensor([[0.0038]]),"<m> green = 20, purple = 30 </m>"
93,So twenty thirty,"blue = 20, green = 20, red = 20, yellow = 30",tensor([[0.0060]]),"<m> green = 20, purple = 30 </m>"
94,So twenty thirty,"blue = 20, green = 30, purple = 20, red = 20",tensor([[0.0039]]),"<m> green = 20, purple = 30 </m>"
95,So twenty thirty,"blue = 20, green = 30, purple = 30, red = 20",tensor([[0.0039]]),"<m> green = 20, purple = 30 </m>"
96,So twenty thirty,"blue = 20, green = 30, red = 20, yellow = 20",tensor([[0.0066]]),"<m> green = 20, purple = 30 </m>"
97,So twenty thirty,"blue = 20, green = 30, red = 20, yellow = 30",tensor([[0.0056]]),"<m> green = 20, purple = 30 </m>"
98,So twenty thirty,"blue = 20, purple = 20, red = 20, yellow = 30",tensor([[0.0043]]),"<m> green = 20, purple = 30 </m>"
99,So twenty thirty,"blue = 20, purple = 30, red = 20, yellow = 20",tensor([[0.0053]]),"<m> green = 20, purple = 30 </m>"
100,So twenty thirty,"blue = 20, purple = 30, red = 20, yellow = 30",tensor([[0.0041]]),"<m> green = 20, purple = 30 </m>"
101,So twenty thirty,"blue = 30, green = 20, purple = 20, red = 20",tensor([[0.0035]]),"<m> green = 20, purple = 30 </m>"
102,So twenty thirty,"blue = 30, green = 20, purple = 30, red = 20",tensor([[0.0037]]),"<m> green = 20, purple = 30 </m>"
103,So twenty thirty,"blue = 30, green = 20, red = 20, yellow = 20",tensor([[0.0062]]),"<m> green = 20, purple = 30 </m>"
104,So twenty thirty,"blue = 30, green = 20, red = 20, yellow = 30",tensor([[0.0050]]),"<m> green = 20, purple = 30 </m>"
105,So twenty thirty,"blue = 30, green = 30, purple = 20, red = 20",tensor([[0.0039]]),"<m> green = 20, purple = 30 </m>"
106,So twenty thirty,"blue = 30, green = 30, purple = 30, red = 20",tensor([[0.0028]]),"<m> green = 20, purple = 30 </m>"
107,So twenty thirty,"blue = 30, green = 30, red = 20, yellow = 20",tensor([[0.0061]]),"<m> green = 20, purple = 30 </m>"
108,So twenty thirty,"blue = 30, green = 30, red = 20, yellow = 30",tensor([[0.0052]]),"<m> green = 20, purple = 30 </m>"
109,So twenty thirty,"blue = 30, purple = 20, red = 20, yellow = 20",tensor([[0.0049]]),"<m> green = 20, purple = 30 </m>"
110,So twenty thirty,"blue = 30, purple = 20, red = 20, yellow = 30",tensor([[0.0039]]),"<m> green = 20, purple = 30 </m>"
111,So twenty thirty,"blue = 30, purple = 30, red = 20, yellow = 20",tensor([[0.0046]]),"<m> green = 20, purple = 30 </m>"
112,So twenty thirty,"blue = 30, purple = 30, red = 20, yellow = 30",tensor([[0.0035]]),"<m> green = 20, purple = 30 </m>"
113,So twenty thirty,"green = 20, purple = 20, red = 20, yellow = 30",tensor([[0.0057]]),"<m> green = 20, purple = 30 </m>"
114,So twenty thirty,"green = 20, purple = 30, red = 20, yellow = 20",tensor([[0.0070]]),"<m> green = 20, purple = 30 </m>"
115,So twenty thirty,"green = 20, purple = 30, red = 20, yellow = 30",tensor([[0.0055]]),"<m> green = 20, purple = 30 </m>"
116,So twenty thirty,"green = 30, purple = 20, red = 20, yellow = 20",tensor([[0.0067]]),"<m> green = 20, purple = 30 </m>"
117,So twenty thirty,"green = 30, purple = 20, red = 20, yellow = 30",tensor([[0.0055]]),"<m> green = 20, purple = 30 </m>"
118,So twenty thirty,"green = 30, purple = 30, red = 20, yellow = 20",tensor([[0.0061]]),"<m> green = 20, purple = 30 </m>"
119,So twenty thirty,"green = 30, purple = 30, red = 20, yellow = 30",tensor([[0.0050]]),"<m> green = 20, purple = 30 </m>"
120,So twenty thirty,"blue = 20, green = 20, purple = 20, red = 30",tensor([[0.0038]]),"<m> green = 20, purple = 30 </m>"
121,So twenty thirty,"blue = 20, green = 20, purple = 30, red = 30",tensor([[0.0034]]),"<m> green = 20, purple = 30 </m>"
122,So twenty thirty,"blue = 20, green = 20, red = 30, yellow = 20",tensor([[0.0061]]),"<m> green = 20, purple = 30 </m>"
123,So twenty thirty,"blue = 20, green = 20, red = 30, yellow = 30",tensor([[0.0058]]),"<m> green = 20, purple = 30 </m>"
124,So twenty thirty,"blue = 20, green = 30, purple = 20, red = 30",tensor([[0.0028]]),"<m> green = 20, purple = 30 </m>"
125,So twenty thirty,"blue = 20, green = 30, purple = 30, red = 30",tensor([[0.0029]]),"<m> green = 20, purple = 30 </m>"
126,So twenty thirty,"blue = 20, green = 30, red = 30, yellow = 20",tensor([[0.0065]]),"<m> green = 20, purple = 30 </m>"
127,So twenty thirty,"blue = 20, green = 30, red = 30, yellow = 30",tensor([[0.0057]]),"<m> green = 20, purple = 30 </m>"
128,So twenty thirty,"blue = 20, purple = 20, red = 30, yellow = 20",tensor([[0.0051]]),"<m> green = 20, purple = 30 </m>"
129,So twenty thirty,"blue = 20, purple = 20, red = 30, yellow = 30",tensor([[0.0031]]),"<m> green = 20, purple = 30 </m>"
130,So twenty thirty,"blue = 20, purple = 30, red = 30, yellow = 20",tensor([[0.0053]]),"<m> green = 20, purple = 30 </m>"
131,So twenty thirty,"blue = 20, purple = 30, red = 30, yellow = 30",tensor([[0.0036]]),"<m> green = 20, purple = 30 </m>"
132,So twenty thirty,"blue = 30, green = 20, purple = 20, red = 30",tensor([[0.0027]]),"<m> green = 20, purple = 30 </m>"
133,So twenty thirty,"blue = 30, green = 20, purple = 30, red = 30",tensor([[0.0025]]),"<m> green = 20, purple = 30 </m>"
134,So twenty thirty,"blue = 30, green = 20, red = 30, yellow = 20",tensor([[0.0061]]),"<m> green = 20, purple = 30 </m>"
135,So twenty thirty,"blue = 30, green = 20, red = 30, yellow = 30",tensor([[0.0048]]),"<m> green = 20, purple = 30 </m>"
136,So twenty thirty,"blue = 30, green = 30, purple = 20, red = 30",tensor([[0.0025]]),"<m> green = 20, purple = 30 </m>"
137,So twenty thirty,"blue = 30, green = 30, red = 30, yellow = 20",tensor([[0.0058]]),"<m> green = 20, purple = 30 </m>"
138,So twenty thirty,"blue = 30, purple = 20, red = 30, yellow = 20",tensor([[0.0049]]),"<m> green = 20, purple = 30 </m>"
139,So twenty thirty,"blue = 30, purple = 20, red = 30, yellow = 30",tensor([[0.0031]]),"<m> green = 20, purple = 30 </m>"
140,So twenty thirty,"blue = 30, purple = 30, red = 30, yellow = 20",tensor([[0.0037]]),"<m> green = 20, purple = 30 </m>"
141,So twenty thirty,"green = 20, purple = 20, red = 30, yellow = 20",tensor([[0.0065]]),"<m> green = 20, purple = 30 </m>"
142,So twenty thirty,"green = 20, purple = 20, red = 30, yellow = 30",tensor([[0.0043]]),"<m> green = 20, purple = 30 </m>"
143,So twenty thirty,"green = 20, purple = 30, red = 30, yellow = 20",tensor([[0.0065]]),"<m> green = 20, purple = 30 </m>"
144,So twenty thirty,"green = 20, purple = 30, red = 30, yellow = 30",tensor([[0.0044]]),"<m> green = 20, purple = 30 </m>"
145,So twenty thirty,"green = 30, purple = 20, red = 30, yellow = 20",tensor([[0.0061]]),"<m> green = 20, purple = 30 </m>"
146,So twenty thirty,"green = 30, purple = 20, red = 30, yellow = 30",tensor([[0.0043]]),"<m> green = 20, purple = 30 </m>"
147,So twenty thirty,"green = 30, purple = 30, red = 30, yellow = 20",tensor([[0.0051]]),"<m> green = 20, purple = 30 </m>"
148,So twenty thirty,"blue = 20, green = 20, purple = 20, yellow = 30",tensor([[0.0040]]),"<m> green = 20, purple = 30 </m>"
149,So twenty thirty,"blue = 20, green = 20, purple = 30, yellow = 20",tensor([[0.0047]]),"<m> green = 20, purple = 30 </m>"
150,So twenty thirty,"blue = 20, green = 20, purple = 30, yellow = 30",tensor([[0.0038]]),"<m> green = 20, purple = 30 </m>"
151,So twenty thirty,"blue = 20, green = 30, purple = 20, yellow = 20",tensor([[0.0047]]),"<m> green = 20, purple = 30 </m>"
152,So twenty thirty,"blue = 20, green = 30, purple = 20, yellow = 30",tensor([[0.0034]]),"<m> green = 20, purple = 30 </m>"
153,So twenty thirty,"blue = 20, green = 30, purple = 30, yellow = 20",tensor([[0.0048]]),"<m> green = 20, purple = 30 </m>"
154,So twenty thirty,"blue = 20, green = 30, purple = 30, yellow = 30",tensor([[0.0030]]),"<m> green = 20, purple = 30 </m>"
155,So twenty thirty,"blue = 30, green = 20, purple = 20, yellow = 20",tensor([[0.0042]]),"<m> green = 20, purple = 30 </m>"
156,So twenty thirty,"blue = 30, green = 20, purple = 20, yellow = 30",tensor([[0.0029]]),"<m> green = 20, purple = 30 </m>"
157,So twenty thirty,"blue = 30, green = 20, purple = 30, yellow = 20",tensor([[0.0045]]),"<m> green = 20, purple = 30 </m>"
158,So twenty thirty,"blue = 30, green = 20, purple = 30, yellow = 30",tensor([[0.0023]]),"<m> green = 20, purple = 30 </m>"
159,So twenty thirty,"blue = 30, green = 30, purple = 20, yellow = 20",tensor([[0.0044]]),"<m> green = 20, purple = 30 </m>"
160,So twenty thirty,"blue = 30, green = 30, purple = 20, yellow = 30",tensor([[0.0027]]),"<m> green = 20, purple = 30 </m>"
161,So twenty thirty,"blue = 30, green = 30, purple = 30, yellow = 20",tensor([[0.0032]]),"<m> green = 20, purple = 30 </m>"
162,Fifty I,red = 50,tensor([[0.8816]]),<m> yellow = 50 </m>
163,Fifty I,red != 50,tensor([[0.0279]]),<m> yellow = 50 </m>
164,Fifty I,red < 50,tensor([[0.0598]]),<m> yellow = 50 </m>
165,Fifty I,red > 50,tensor([[0.0226]]),<m> yellow = 50 </m>
166,Fifty I,blue = 50,tensor([[0.8219]]),<m> yellow = 50 </m>
167,Fifty I,blue != 50,tensor([[0.0439]]),<m> yellow = 50 </m>
168,Fifty I,blue < 50,tensor([[0.0690]]),<m> yellow = 50 </m>
169,Fifty I,blue > 50,tensor([[0.0231]]),<m> yellow = 50 </m>
170,Fifty I,green = 50,tensor([[0.8510]]),<m> yellow = 50 </m>
171,Fifty I,green != 50,tensor([[0.0291]]),<m> yellow = 50 </m>
172,Fifty I,green < 50,tensor([[0.0754]]),<m> yellow = 50 </m>
173,Fifty I,green > 50,tensor([[0.0250]]),<m> yellow = 50 </m>
174,Fifty I,purple = 50,tensor([[0.8506]]),<m> yellow = 50 </m>
175,Fifty I,purple != 50,tensor([[0.0454]]),<m> yellow = 50 </m>
176,Fifty I,purple < 50,tensor([[0.0779]]),<m> yellow = 50 </m>
177,Fifty I,purple > 50,tensor([[0.0424]]),<m> yellow = 50 </m>
178,Fifty I,yellow = 50,tensor([[0.9131]]),<m> yellow = 50 </m>
179,Fifty I,yellow != 50,tensor([[0.0483]]),<m> yellow = 50 </m>
180,Fifty I,yellow < 50,tensor([[0.1337]]),<m> yellow = 50 </m>
181,Fifty I,yellow > 50,tensor([[0.0383]]),<m> yellow = 50 </m>
182,Fifty I,"blue = 50, green = 50, red = 50",tensor([[0.0037]]),<m> yellow = 50 </m>
183,Fifty I,"blue = 50, purple = 50, red = 50",tensor([[0.0028]]),<m> yellow = 50 </m>
184,Fifty I,"blue = 50, red = 50, yellow = 50",tensor([[0.0036]]),<m> yellow = 50 </m>
185,Fifty I,"green = 50, purple = 50, red = 50",tensor([[0.0036]]),<m> yellow = 50 </m>
186,Fifty I,"green = 50, red = 50, yellow = 50",tensor([[0.0050]]),<m> yellow = 50 </m>
187,Fifty I,"purple = 50, red = 50, yellow = 50",tensor([[0.0045]]),<m> yellow = 50 </m>
188,Fifty I,"blue = 50, green = 50, purple = 50",tensor([[0.0031]]),<m> yellow = 50 </m>
189,Fifty I,"blue = 50, green = 50, yellow = 50",tensor([[0.0039]]),<m> yellow = 50 </m>
190,Fifty I,"blue = 50, purple = 50, yellow = 50",tensor([[0.0028]]),<m> yellow = 50 </m>
191,Fifty I,"green = 50, purple = 50, yellow = 50",tensor([[0.0037]]),<m> yellow = 50 </m>
192,Fifty I,"blue = 50, red = 50",tensor([[0.0703]]),<m> yellow = 50 </m>
193,Fifty I,"green = 50, red = 50",tensor([[0.1209]]),<m> yellow = 50 </m>
194,Fifty I,"purple = 50, red = 50",tensor([[0.0587]]),<m> yellow = 50 </m>
195,Fifty I,"red = 50, yellow = 50",tensor([[0.0977]]),<m> yellow = 50 </m>
196,Fifty I,"blue = 50, green = 50",tensor([[0.0973]]),<m> yellow = 50 </m>
197,Fifty I,"blue = 50, purple = 50",tensor([[0.0437]]),<m> yellow = 50 </m>
198,Fifty I,"blue = 50, yellow = 50",tensor([[0.0830]]),<m> yellow = 50 </m>
199,Fifty I,"green = 50, purple = 50",tensor([[0.1309]]),<m> yellow = 50 </m>
200,Fifty I,"green = 50, yellow = 50",tensor([[0.1907]]),<m> yellow = 50 </m>
201,Fifty I,"purple = 50, yellow = 50",tensor([[0.0777]]),<m> yellow = 50 </m>
202,Fifty I,"blue = 50, green = 50, purple = 50, red = 50",tensor([[0.0012]]),<m> yellow = 50 </m>
203,Fifty I,"blue = 50, green = 50, red = 50, yellow = 50",tensor([[0.0017]]),<m> yellow = 50 </m>
204,Fifty I,"blue = 50, purple = 50, red = 50, yellow = 50",tensor([[0.0012]]),<m> yellow = 50 </m>
205,Fifty I,"green = 50, purple = 50, red = 50, yellow = 50",tensor([[0.0016]]),<m> yellow = 50 </m>
206,Fifty I,"blue = 50, green = 50, purple = 50, yellow = 50",tensor([[0.0013]]),<m> yellow = 50 </m>
207,ah yellow block 's fifty,yellow = 50,tensor([[0.2678]]),<m> yellow = 50 </m>
208,ah yellow block 's fifty,yellow != 50,tensor([[0.0449]]),<m> yellow = 50 </m>
209,ah yellow block 's fifty,yellow < 50,tensor([[0.0261]]),<m> yellow = 50 </m>
210,ah yellow block 's fifty,yellow > 50,tensor([[0.0484]]),<m> yellow = 50 </m>
211,okay yellow block 's fifty,yellow = 50,tensor([[0.4378]]),<m> yellow = 50 </m>
212,okay yellow block 's fifty,yellow != 50,tensor([[0.0399]]),<m> yellow = 50 </m>
213,okay yellow block 's fifty,yellow < 50,tensor([[0.0241]]),<m> yellow = 50 </m>
214,okay yellow block 's fifty,yellow > 50,tensor([[0.0207]]),<m> yellow = 50 </m>
