,transcript,common_ground,scores,actual_common_ground,Group
47,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",green = 50,0.84935814,<m> yellow = 50 </m>,5
48,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",red = 50,0.8478242,<m> yellow = 50 </m>,5
49,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",blue = 50,0.8465413,<m> yellow = 50 </m>,5
50,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",purple = 50,0.84388566,<m> yellow = 50 </m>,5
51,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",yellow = 50,0.35481706,<m> yellow = 50 </m>,5
52,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",red = 10,0.35025096,<m> yellow = 50 </m>,5
53,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",red = 50,0.34418297,<m> yellow = 50 </m>,5
54,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",yellow = 30,0.32811004,<m> yellow = 50 </m>,5
55,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",purple = 30,0.32764265,<m> yellow = 50 </m>,5
56,yellow block fifty purple block thirty,"purple = 30, yellow = 50",0.07026404,"<m> purple = 30, yellow = 50 </m>",5
57,yellow block fifty purple block thirty,"purple = 50, yellow = 30",0.068439335,"<m> purple = 30, yellow = 50 </m>",5
58,let 's go thirty purple block 's thirty,purple = 30,0.84731174,<m> purple = 30 </m>,5
59,let 's go thirty purple block 's thirty,purple > 30,0.18666229,<m> purple = 30 </m>,5
60,let 's go thirty purple block 's thirty,purple < 30,0.17085235,<m> purple = 30 </m>,5
61,let 's go thirty purple block 's thirty,purple != 30,0.1706968,<m> purple = 30 </m>,5
