,transcript,common_ground,scores,actual_common_ground,Group
40,moved green block checked two tens remember n't green block one okay sure sure sure put thirty thirty,purple = 30,0.94760996,<m> purple = 30 </m>,10
41,moved green block checked two tens remember n't green block one okay sure sure sure put thirty thirty,blue = 30,0.9474305,<m> purple = 30 </m>,10
42,moved green block checked two tens remember n't green block one okay sure sure sure put thirty thirty,red = 10,0.94661605,<m> purple = 30 </m>,10
43,moved green block checked two tens remember n't green block one okay sure sure sure put thirty thirty,green = 30,0.94646597,<m> purple = 30 </m>,10
44,purple block one 's thirty 's green block one twenty right twenty okay yellow block one 's gon na fifty okay,"green = 30, purple = 20, yellow = 50",0.41517955,"<m> green = 20, purple = 30, yellow = 50 </m>",10
45,purple block one 's thirty 's green block one twenty right twenty okay yellow block one 's gon na fifty okay,"green = 20, purple = 30, yellow = 50",0.3831644,"<m> green = 20, purple = 30, yellow = 50 </m>",10
46,purple block one 's thirty 's green block one twenty right twenty okay yellow block one 's gon na fifty okay,"green = 20, purple = 50, yellow = 30",0.2941993,"<m> green = 20, purple = 30, yellow = 50 </m>",10
47,purple block one 's thirty 's green block one twenty right twenty okay yellow block one 's gon na fifty okay,"green = 30, purple = 50, yellow = 20",0.27953047,"<m> green = 20, purple = 30, yellow = 50 </m>",10
48,purple block one 's thirty 's green block one twenty right twenty okay yellow block one 's gon na fifty okay,"green = 50, purple = 20, yellow = 30",0.22912529,"<m> green = 20, purple = 30, yellow = 50 </m>",10
49,But 's I weights fifty,green = 50,0.8839847,<m> yellow = 50 </m>,10
50,But 's I weights fifty,red = 50,0.86124676,<m> yellow = 50 </m>,10
51,But 's I weights fifty,blue = 50,0.8360586,<m> yellow = 50 </m>,10
52,But 's I weights fifty,yellow = 50,0.81940484,<m> yellow = 50 </m>,10
53,But 's I weights fifty,purple = 50,0.7773309,<m> yellow = 50 </m>,10
54,yellow block less fifty less fifty,yellow = 50,0.9283359,<m> yellow < 50 </m>,10
55,yellow block less fifty less fifty,yellow < 50,0.09410827,<m> yellow < 50 </m>,10
56,yellow block less fifty less fifty,yellow > 50,0.08496998,<m> yellow < 50 </m>,10
57,yellow block less fifty less fifty,yellow != 50,0.081024125,<m> yellow < 50 </m>,10
58,'s 's almost settled yellow block 's less fifty,yellow = 50,0.9452783,<m> yellow < 50 </m>,10
59,'s 's almost settled yellow block 's less fifty,yellow < 50,0.21792962,<m> yellow < 50 </m>,10
60,'s 's almost settled yellow block 's less fifty,yellow != 50,0.21108097,<m> yellow < 50 </m>,10
61,'s 's almost settled yellow block 's less fifty,yellow > 50,0.18072508,<m> yellow < 50 </m>,10
62,oh yellow block fifty grams,yellow = 50,0.923468,<m> yellow = 50 </m>,10
63,oh yellow block fifty grams,yellow > 50,0.06897177,<m> yellow = 50 </m>,10
64,oh yellow block fifty grams,yellow < 50,0.066825,<m> yellow = 50 </m>,10
65,oh yellow block fifty grams,yellow != 50,0.06269668,<m> yellow = 50 </m>,10
66,"purple block thirty right thirty green block twenty red block , blue block tens","blue = 20, green = 10, purple = 30, red = 10",0.2730163,"<m> blue = 10, green = 20, purple = 30, red = 10 </m>",10
67,"purple block thirty right thirty green block twenty red block , blue block tens","blue = 20, green = 30, purple = 10, red = 10",0.26587412,"<m> blue = 10, green = 20, purple = 30, red = 10 </m>",10
68,"purple block thirty right thirty green block twenty red block , blue block tens","blue = 20, green = 30, purple = 10, red = 30",0.25208077,"<m> blue = 10, green = 20, purple = 30, red = 10 </m>",10
69,"purple block thirty right thirty green block twenty red block , blue block tens","blue = 10, green = 20, purple = 30, red = 10",0.25044456,"<m> blue = 10, green = 20, purple = 30, red = 10 </m>",10
70,"purple block thirty right thirty green block twenty red block , blue block tens","blue = 20, green = 10, purple = 30, red = 30",0.24352652,"<m> blue = 10, green = 20, purple = 30, red = 10 </m>",10
