,Unnamed: 0,transcript,common_ground,scores,actual_common_ground,Group,Unnamed: 0.1,true label,predicted label,Transcript,Ground truth,Correct,Top 1 prop,Top 1 cosim,Top 2 prop,Top 2 cosim,Top 3 prop,Top 3 cosim,Top 4 prop,Top 4 cosim,Top 5 prop,Top 5 cosim,Top 6 prop,Top 6 cosim,Top 7 prop,Top 7 cosim,Top 8 prop,Top 8 cosim,Top 9 prop,Top 9 cosim,Top 10 prop,Top 10 cosim
28,28.0,yellow block 's forty one,yellow = 40,0.8816992,yellow = 40,8.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
29,29.0,yellow block 's forty one,yellow != 40,0.042779077,yellow = 40,8.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
30,30.0,yellow block 's forty one,yellow < 40,0.011265197,yellow = 40,8.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
31,31.0,yellow block 's forty one,yellow > 40,0.009575897,yellow = 40,8.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
32,32.0,minus one yellow block forty nine,blue = yellow,0.9478007,yellow = 50,8.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
33,33.0,minus one yellow block forty nine,purple = yellow,0.94446206,yellow = 50,8.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
34,34.0,minus one yellow block forty nine,yellow = 30,0.9357008,yellow = 50,8.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
35,35.0,minus one yellow block forty nine,green = yellow,0.9327301,yellow = 50,8.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
36,36.0,minus one yellow block forty nine,purple = green + yellow,0.9179569,yellow = 50,8.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
37,37.0,yellow block 's probably meant fifty placed differently,yellow = 50,0.8591354,yellow = 50,8.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
38,38.0,yellow block 's probably meant fifty placed differently,yellow < 50,0.38910294,yellow = 50,8.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
39,39.0,yellow block 's probably meant fifty placed differently,yellow > 50,0.35387462,yellow = 50,8.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
40,40.0,yellow block 's probably meant fifty placed differently,yellow != 50,0.35221046,yellow = 50,8.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
41,0.0,The red cube ten grams,red = 10,0.89647985,red = 10,9.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
42,1.0,The red cube ten grams,red > 10,0.01117261,red = 10,9.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
43,2.0,The red cube ten grams,red != 10,0.009790735,red = 10,9.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
44,3.0,The red cube ten grams,red < 10,0.0054160138,red = 10,9.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
45,4.0,"would red block , blue block 's equal probably",blue = red,0.97839767,blue = red,9.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
46,5.0,"would red block , blue block 's equal probably",blue > red,0.89773214,blue = red,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
47,6.0,"would red block , blue block 's equal probably",red > blue,0.8558574,blue = red,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
48,7.0,"would red block , blue block 's equal probably",blue != red,0.7348126,blue = red,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
49,8.0,"would red block , blue block 's equal probably",blue < red,0.70448124,blue = red,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
50,9.0,"red block , blue block , green block 's probably equal",blue > green + red,0.6862688,green = blue + red,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
51,10.0,"red block , blue block , green block 's probably equal",green = blue + red,0.62364507,green = blue + red,9.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
52,11.0,"red block , blue block , green block 's probably equal",blue = green + red,0.6199321,green = blue + red,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
53,12.0,"red block , blue block , green block 's probably equal",blue < green + red,0.5958849,green = blue + red,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
54,13.0,"red block , blue block , green block 's probably equal",green > blue + red,0.59181666,green = blue + red,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
55,14.0,So got ten ten,green = 10,0.8797363,"blue = 10, red = 10",9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
56,15.0,So got ten ten,red = 10,0.84992635,"blue = 10, red = 10",9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
57,16.0,So got ten ten,yellow = 10,0.8453148,"blue = 10, red = 10",9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
58,17.0,So got ten ten,blue = 10,0.8161327,"blue = 10, red = 10",9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
59,18.0,So got ten ten,purple = 10,0.8090606,"blue = 10, red = 10",9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
60,19.0,"green block , blue block twenty ten right","blue = 20, green = 10",0.8228718,"blue = 10, green = 20",9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
61,20.0,"green block , blue block twenty ten right","blue = 10, green = 20",0.7140913,"blue = 10, green = 20",9.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
62,21.0,Look thirty gram block,red = 30,0.94783694,purple = 30,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
63,22.0,Look thirty gram block,blue = 30,0.92076373,purple = 30,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
64,23.0,Look thirty gram block,green = 30,0.9138749,purple = 30,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
65,24.0,Look thirty gram block,yellow = 30,0.9035191,purple = 30,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
66,25.0,Look thirty gram block,purple = 30,0.8499357,purple = 30,9.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
67,26.0,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",yellow < green + purple,0.8332112,yellow = green + purple,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
68,27.0,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",purple < green + yellow,0.8156763,yellow = green + purple,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
69,28.0,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",yellow = green + purple,0.81451565,yellow = green + purple,9.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
70,29.0,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",green = purple + yellow,0.81048244,yellow = green + purple,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
71,30.0,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",purple = green + yellow,0.7937629,yellow = green + purple,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
72,31.0,purple block one thirty yellow block fifty less,"purple = 30, yellow = 50",0.24884826,"purple = 30, yellow = 50",9.0,,1,0,,,,,,,,,,,,,,,,,,,,,,,
73,32.0,purple block one thirty yellow block fifty less,"purple = 50, yellow = 30",0.23547082,"purple = 30, yellow = 50",9.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
74,0.0,I tell red cube ten grams,red = 10,0.9819521,red = 10,5.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
75,1.0,I tell red cube ten grams,red < 10,0.0119056925,red = 10,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
76,2.0,I tell red cube ten grams,red != 10,0.0073709246,red = 10,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,I tell red cube ten grams,red > 10,0.0071805,red = 10,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
78,4.0,alright reese fill survey end red block ten grams,red = 10,0.969695,red = 10,5.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
79,5.0,alright reese fill survey end red block ten grams,red < 10,0.03314563,red = 10,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
80,6.0,alright reese fill survey end red block ten grams,red != 10,0.028600996,red = 10,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
81,7.0,alright reese fill survey end red block ten grams,red > 10,0.022345774,red = 10,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
82,8.0,"'d red block , blue block 's basically 's teetering",blue = red,0.9583312,blue = red,5.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
83,9.0,"'d red block , blue block 's basically 's teetering",blue != red,0.7648013,blue = red,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
84,10.0,"'d red block , blue block 's basically 's teetering",blue < red,0.6094427,blue = red,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
85,11.0,"'d red block , blue block 's basically 's teetering",red > blue,0.5996057,blue = red,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
86,12.0,"'d red block , blue block 's basically 's teetering",blue > red,0.5971844,blue = red,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
87,13.0,"scale red block , blue block ten","blue = 10, red = 10",0.44611627,"blue = 10, red = 10",5.0,,1,0,,,,,,,,,,,,,,,,,,,,,,,
88,14.0,green block one 's twenty,green = 20,0.9785199,green = 20,5.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
89,15.0,green block one 's twenty,green != 20,0.087551504,green = 20,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
90,16.0,green block one 's twenty,green > 20,0.022014761,green = 20,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
91,17.0,green block one 's twenty,green < 20,0.018992115,green = 20,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
92,18.0,"red block , blue block ten theory ten ten twenty",green = red,0.9700037,"blue = 10, green = 20, red = 10",5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
93,19.0,"red block , blue block ten theory ten ten twenty",blue = red,0.9687854,"blue = 10, green = 20, red = 10",5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
94,20.0,"red block , blue block ten theory ten ten twenty",red = yellow,0.96687055,"blue = 10, green = 20, red = 10",5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
95,21.0,"red block , blue block ten theory ten ten twenty",red = 40,0.96652114,"blue = 10, green = 20, red = 10",5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
96,22.0,"red block , blue block ten theory ten ten twenty",purple < blue + yellow,0.96594214,"blue = 10, green = 20, red = 10",5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
97,23.0,green twenty let 's see use hands,green = 20,0.96433175,green = 20,5.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
98,24.0,green twenty let 's see use hands,green != 20,0.25035313,green = 20,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
99,25.0,green twenty let 's see use hands,green < 20,0.0722975,green = 20,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
100,26.0,green twenty let 's see use hands,green > 20,0.035357542,green = 20,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
101,27.0,purple block heavier green block one green block twenty purple block heavier green block one,blue = purple,0.9691051,purple > green,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
102,28.0,purple block heavier green block one green block twenty purple block heavier green block one,purple = 20,0.9657531,purple > green,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
103,29.0,purple block heavier green block one green block twenty purple block heavier green block one,purple = 10,0.9656031,purple > green,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,30.0,purple block heavier green block one green block twenty purple block heavier green block one,green = purple,0.96410906,purple > green,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
105,31.0,purple block heavier green block one green block twenty purple block heavier green block one,purple = red,0.96025455,purple > green,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
106,32.0,purple block 's heavier greather twenty,purple = 20,0.9497243,purple > 20,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
107,33.0,purple block 's heavier greather twenty,purple != 20,0.20907745,purple > 20,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
108,34.0,purple block 's heavier greather twenty,purple < 20,0.14379527,purple > 20,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
109,35.0,purple block 's heavier greather twenty,purple > 20,0.12491502,purple > 20,5.0,,1,0,,,,,,,,,,,,,,,,,,,,,,,
110,36.0,teeter teeter purple block 's less forty greater twenty purple block 's likely thirty n't options purple block 's gon na thirty,purple = 20,0.792716,purple = 30,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
111,37.0,teeter teeter purple block 's less forty greater twenty purple block 's likely thirty n't options purple block 's gon na thirty,purple = 30,0.7528836,purple = 30,5.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
112,38.0,teeter teeter purple block 's less forty greater twenty purple block 's likely thirty n't options purple block 's gon na thirty,purple = 40,0.6479145,purple = 30,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
113,39.0,teeter teeter purple block 's less forty greater twenty purple block 's likely thirty n't options purple block 's gon na thirty,"purple = 30, red = 30",0.6284588,purple = 30,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
114,40.0,teeter teeter purple block 's less forty greater twenty purple block 's likely thirty n't options purple block 's gon na thirty,"purple = 30, yellow = 30",0.6123321,purple = 30,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
115,41.0,Thirty twenty,"green = 20, yellow = 30",0.17963195,"green = 20, purple = 30",5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
116,42.0,Thirty twenty,"green = 30, yellow = 20",0.16601083,"green = 20, purple = 30",5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
117,43.0,Thirty twenty,"green = 20, red = 30",0.10692774,"green = 20, purple = 30",5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
118,44.0,Thirty twenty,"green = 30, red = 20",0.087073214,"green = 20, purple = 30",5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
119,45.0,Thirty twenty,"green = 20, purple = 30",0.08590405,"green = 20, purple = 30",5.0,,1,0,,,,,,,,,,,,,,,,,,,,,,,
120,46.0,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",purple = 50,0.89835036,yellow = 50,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
121,47.0,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",green = 50,0.86783195,yellow = 50,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
122,48.0,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",blue = 50,0.8525588,yellow = 50,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
123,49.0,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",yellow = 50,0.8400496,yellow = 50,5.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
124,50.0,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",red = 50,0.8020831,yellow = 50,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
125,51.0,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",yellow = 50,0.98328257,yellow = 50,5.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
126,52.0,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",purple = 50,0.98200214,yellow = 50,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
127,53.0,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",yellow = 10,0.9816924,yellow = 50,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
128,54.0,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",purple = 10,0.98167276,yellow = 50,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
129,55.0,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",yellow = 30,0.98148733,yellow = 50,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
130,56.0,yellow block fifty purple block thirty,"purple = 30, yellow = 50",0.86766964,"purple = 30, yellow = 50",5.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
131,57.0,yellow block fifty purple block thirty,"purple = 50, yellow = 30",0.86209774,"purple = 30, yellow = 50",5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
132,58.0,let 's go thirty purple block 's thirty,purple = 30,0.981762,purple = 30,5.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
133,59.0,let 's go thirty purple block 's thirty,purple != 30,0.75265074,purple = 30,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
134,60.0,let 's go thirty purple block 's thirty,purple < 30,0.7462075,purple = 30,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
135,61.0,let 's go thirty purple block 's thirty,purple > 30,0.6916156,purple = 30,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
136,0.0,I tell red cube ten grams,red = 10,0.9601264,red = 10,6.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
137,1.0,I tell red cube ten grams,red > 10,0.011975471,red = 10,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
138,2.0,I tell red cube ten grams,red < 10,0.011083246,red = 10,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
139,3.0,I tell red cube ten grams,red != 10,0.0108457245,red = 10,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
140,4.0,red block red one 's ten grams,red = 10,0.9230834,red = 10,6.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
141,5.0,red block red one 's ten grams,red != 10,0.016938282,red = 10,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
142,6.0,red block red one 's ten grams,red < 10,0.0069133136,red = 10,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,red block red one 's ten grams,red > 10,0.0051728897,red = 10,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
144,8.0,"seems red block , blue block might",blue = red,0.9913132,blue = red,6.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
145,9.0,"seems red block , blue block might",blue > red,0.9807652,blue = red,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
146,10.0,"seems red block , blue block might",red > blue,0.9746156,blue = red,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
147,11.0,"seems red block , blue block might",blue != red,0.8679387,blue = red,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
148,12.0,"seems red block , blue block might",red < blue,0.82657635,blue = red,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
149,13.0,"'s stuff written bottom 's red block , green block 's ten twenty right right 's looking","green = 20, red = 10",0.10307513,"green = 20, red = 10",6.0,,1,0,,,,,,,,,,,,,,,,,,,,,,,
150,14.0,"'s stuff written bottom 's red block , green block 's ten twenty right right 's looking","green = 10, red = 20",0.0883277,"green = 20, red = 10",6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
151,15.0,purple block 's twenty almost seems thirty takes past,purple = 30,0.9226432,purple > 20,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
152,16.0,purple block 's twenty almost seems thirty takes past,purple = 20,0.8990364,purple > 20,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
153,17.0,purple block 's twenty almost seems thirty takes past,"green = 10, purple = 30",0.3048412,purple > 20,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
154,18.0,purple block 's twenty almost seems thirty takes past,"green = 10, purple = 20",0.2643139,purple > 20,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
155,19.0,purple block 's twenty almost seems thirty takes past,"green = 20, purple = 30",0.26260334,purple > 20,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
156,20.0,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",blue = red,0.9729719,purple = 30,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
157,21.0,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",green = yellow,0.97079694,purple = 30,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
158,22.0,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",blue = yellow,0.9684609,purple = 30,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
159,23.0,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",blue = green,0.96815014,purple = 30,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
160,24.0,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",green = red,0.9680595,purple = 30,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
161,25.0,Fifty,yellow = 50,0.9801607,yellow = 50,6.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
162,26.0,Fifty,green = 50,0.97892994,yellow = 50,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
163,27.0,Fifty,blue = 50,0.9706894,yellow = 50,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
164,28.0,Fifty,red = 50,0.9654487,yellow = 50,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
165,29.0,Fifty,purple = 50,0.95448554,yellow = 50,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
166,30.0,purple block 's thirty green twenty,"green = 20, purple = 30",0.7428262,"green = 20, purple = 30",6.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
167,31.0,purple block 's thirty green twenty,"green = 30, purple = 20",0.6259959,"green = 20, purple = 30",6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
168,32.0,red small blue ten,"blue = 10, red = 10",0.703201,"blue = 10, red = 10",6.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
169,33.0,"green block , purple block 's heavy",green = 40,0.981876,yellow < green + purple,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
170,34.0,"green block , purple block 's heavy",green = 10,0.98070526,yellow < green + purple,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
171,35.0,"green block , purple block 's heavy",green = red,0.9807023,yellow < green + purple,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
172,36.0,"green block , purple block 's heavy",purple = red,0.9801675,yellow < green + purple,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
173,37.0,"green block , purple block 's heavy",purple = yellow,0.97968173,yellow < green + purple,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
174,38.0,would yellow forty five could fifty since 're,yellow = 50,0.9822768,yellow = 50,6.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
175,39.0,would yellow forty five could fifty since 're,yellow = 40,0.9785709,yellow = 50,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
176,40.0,would yellow forty five could fifty since 're,yellow < 50,0.4497576,yellow = 50,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
177,41.0,would yellow forty five could fifty since 're,yellow < 40,0.4429192,yellow = 50,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
178,42.0,would yellow forty five could fifty since 're,yellow > 50,0.42655405,yellow = 50,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
179,0.0,We tell weight red cube ten grams,red = 10,0.9807869,red = 10,3.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
180,1.0,We tell weight red cube ten grams,red > 10,0.010768212,red = 10,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
