,Common Ground,Label,Transcript,Group
62,yellow = 50,1,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",5
63,yellow = 50,1,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",5
64,"purple = 30, yellow = 50",1,yellow block fifty purple block thirty,5
65,purple = 30,1,let 's go thirty purple block 's thirty,5
66,red = 10,1,I tell red cube ten grams,6
67,red = 10,1,red block red one 's ten grams,6
68,blue = red,1,"seems red block , blue block might",6
69,purple > blue + red,1,Too heavy,6
70,green = 20,1,'s looking pretty even,6
71,"green = 20, red = 10",1,"'s stuff written bottom 's red block , green block 's ten twenty right right 's looking",6
72,purple > 20,1,purple block 's twenty almost seems thirty takes past,6
73,purple = 30,1,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",6
74,yellow = 50,1,Fifty,6
75,yellow < 50,1,"purple block , green block 's considerably heavier purple block one purple block thirty",6
76,"green = 20, purple = 30",1,purple block 's thirty green twenty,6
77,"blue = 10, red = 10",1,red small blue ten,6
78,yellow < green + purple,1,"green block , purple block 's heavy",6
79,purple + green = 50,1,"purple block , green block fifty",6
80,purple + blue = 40,1,"purple block , blue block forty right",6
81,yellow = 50,1,would yellow forty five could fifty since 're,6
82,red = 10,1,I tell red cube ten grams,7
83,blue = 10,1,blue block seems ten,7
84,green = 20,1,"red block , blue block twenty",7
85,green + red + blue = 40,1,"red block , blue block , green block 's forty",7
86,purple = 30,1,purple block 's thirty,7
87,"green = 20, purple = 30",1,So twenty thirty,7
88,yellow = 50,1,Fifty I,7
89,yellow = 50,1,ah yellow block 's fifty,7
90,yellow = 50,1,okay yellow block 's fifty,7
91,green = 20,1,green twenty,8
92,purple = 30,1,twenty purple block 's thirty,8
93,yellow < green + purple,1,oh 's left,8
94,yellow > 40,1,oh yellow block 's forty,8
95,"yellow > 40, yellow < 50",1,Between forty fifty,8
96,yellow > 40,1,'s definitely staying right,8
97,"yellow > 40, yellow > 50",1,But n't less fifty actually,8
98,yellow < 50,1,Fifty heavy,8
99,yellow = 41,1,yellow block 's forty one,8
100,yellow = 49,1,minus one yellow block forty nine,8
101,yellow = 50,1,yellow block 's probably meant fifty placed differently,8
102,red = 10,1,The red cube ten grams,9
103,blue = red,1,"would red block , blue block 's equal probably",9
104,green = blue + red,1,"red block , blue block , green block 's probably equal",9
105,"blue = 10, red = 10",1,So got ten ten,9
106,green != purple,1,Definitely equal,9
107,"blue = 10, green = 20",1,"green block , blue block twenty ten right",9
108,purple = 30,1,Look thirty gram block,9
109,yellow = green + purple,1,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",9
110,"purple = 30, yellow = 50",1,purple block one thirty yellow block fifty less,9
111,red = 10,1,I tell red cube ten grams,10
112,"blue = 10, green = 20, red = 10",1,"green block twenty red block , blue block ten ten",10
113,blue = red,1,"looks red block , blue block 're fairly equal",10
114,"blue = 10, green = 20, red = 10",1,"right green block 's twenty red block , blue block two ten",10
115,blue = red,1,"red block , blue block 're together",10
116,purple > green,1,"alright let 's green block , purple block two already tell purple block one 's heavier",10
117,purple = green + red,1,"green block , red block , purple block equal green block , red block , purple block instructions suppose",10
118,purple > green + red,1,"'m guessing 's little bit left little bit left touches red line left hand side left line red red block , blue block , green block 's gon na heavier equal almost almost equal wait green block one 's twenty n't",10
119,purple = 30,1,moved green block checked two tens remember n't green block one okay sure sure sure put thirty thirty,10
120,"green = 20, purple = 30, yellow = 50",1,purple block one 's thirty 's green block one twenty right twenty okay yellow block one 's gon na fifty okay,10
121,yellow < 50,1,'s gon na go anywhere 's oh,10
122,yellow = 50,1,But 's I weights fifty,10
123,yellow < 50,1,yellow block less fifty less fifty,10
124,yellow < 50,1,'s 's almost settled yellow block 's less fifty,10
125,yellow = 50,1,oh yellow block fifty grams,10
126,"blue = 10, green = 20, purple = 30, red = 10",1,"purple block thirty right thirty green block twenty red block , blue block tens",10
127,red < 10,0,And tell red cube top ten grams,1
128,red != 10,0,And tell red cube top ten grams,1
129,red > 10,0,And tell red cube top ten grams,1
130,purple < blue + green + yellow,0,And tell red cube top ten grams,1
131,red < 10,0,red block would nine minus ten,1
132,red != 10,0,red block would nine minus ten,1
133,red > 10,0,red block would nine minus ten,1
134,"blue = 40, purple = 10, yellow = 50",0,red block would nine minus ten,1
135,blue > red,0,"red block , blue block seems pretty balanced",1
136,blue != red,0,"red block , blue block seems pretty balanced",1
137,red > blue,0,"red block , blue block seems pretty balanced",1
138,blue < red,0,"red block , blue block seems pretty balanced",1
139,blue > 10,0,blue block also ten,1
140,blue < 10,0,blue block also ten,1
141,blue != 10,0,blue block also ten,1
142,red < green + purple,0,blue block also ten,1
143,"blue = 20, green = 20, red = 20",0,And see 's thats twenty,1
144,"purple = 20, red = 20, yellow = 20",0,And see 's thats twenty,1
145,yellow < 20,0,And see 's thats twenty,1
146,"blue = 20, purple = 20, red = 20",0,And see 's thats twenty,1
147,"blue = 20, green = 20, red = 20",0,And see 's thats twenty,1
148,"purple = 20, red = 20, yellow = 20",0,And see 's thats twenty,1
149,yellow < 20,0,And see 's thats twenty,1
150,"blue = 20, purple = 20, red = 20",0,And see 's thats twenty,1
151,"green = 50, purple = 20, yellow = 30",0,green block one probably twenty ten ten twenty,1
152,"green = 10, red = 30, yellow = 30",0,green block one probably twenty ten ten twenty,1
153,"green = 10, purple = 30, yellow = 50",0,green block one probably twenty ten ten twenty,1
154,"green = 10, purple = 10, red = 20",0,green block one probably twenty ten ten twenty,1
155,"green = 50, purple = 20, yellow = 30",0,green block one probably twenty ten ten twenty,1
156,"green = 10, red = 30, yellow = 30",0,green block one probably twenty ten ten twenty,1
157,"green = 10, purple = 30, yellow = 50",0,green block one probably twenty ten ten twenty,1
158,"green = 10, purple = 10, red = 20",0,green block one probably twenty ten ten twenty,1
159,red > 30,0,Ooh looking thirty,1
160,purple != 30,0,Ooh looking thirty,1
161,yellow = 30,0,Ooh looking thirty,1
162,green > 30,0,Ooh looking thirty,1
163,"green = 20, purple = 50, yellow = 40",0,"im thinking red block , blue block , green block , yellow block , purple block 's ten ten twenty thirty",1
164,"purple = 10, red = 20, yellow = 20",0,"im thinking red block , blue block , green block , yellow block , purple block 's ten ten twenty thirty",1
165,"green = 50, purple = 40, red = 10",0,"im thinking red block , blue block , green block , yellow block , purple block 's ten ten twenty thirty",1
166,"purple = 40, red = 20, yellow = 50",0,"im thinking red block , blue block , green block , yellow block , purple block 's ten ten twenty thirty",1
167,"green = 30, purple = 30, yellow = 50",0,"thirty fourty fifty correct purple block , green block 's still heavier yellow block thing",1
168,"green = 30, purple = 50, yellow = 30",0,"thirty fourty fifty correct purple block , green block 's still heavier yellow block thing",1
169,"green = 50, purple = 50, yellow = 30",0,"thirty fourty fifty correct purple block , green block 's still heavier yellow block thing",1
170,"green = 30, purple = 50, yellow = 50",0,"thirty fourty fifty correct purple block , green block 's still heavier yellow block thing",1
171,yellow < 50,0,fifty yellow fifty,1
172,yellow != 50,0,fifty yellow fifty,1
173,yellow > 50,0,fifty yellow fifty,1
174,"blue = 30, green = 30, red = 20",0,fifty yellow fifty,1
175,red < 10,0,And tell red cube right ten grams yep 're going 're going flip piece paper um,2
176,red != 10,0,And tell red cube right ten grams yep 're going 're going flip piece paper um,2
177,red > 10,0,And tell red cube right ten grams yep 're going 're going flip piece paper um,2
178,"blue = 50, green = 10, red = 30",0,And tell red cube right ten grams yep 're going 're going flip piece paper um,2
179,blue > red,0,"needle goes red line means red block , blue block 're probably equal",2
180,blue != red,0,"needle goes red line means red block , blue block 're probably equal",2
181,red > blue,0,"needle goes red line means red block , blue block 're probably equal",2
182,blue < red,0,"needle goes red line means red block , blue block 're probably equal",2
183,blue > 10,0,blue block one probably ten grams,2
184,blue < 10,0,blue block one probably ten grams,2
185,blue != 10,0,blue block one probably ten grams,2
186,"purple = 20, red = 10, yellow = 10",0,blue block one probably ten grams,2
187,"green = 10, purple = 10, yellow = 10",0,The first two ten,2
188,blue != 10,0,The first two ten,2
189,yellow = 10,0,The first two ten,2
190,blue < 10,0,The first two ten,2
191,green = 50,0,knowing oh sorry green one,2
192,green > 30,0,knowing oh sorry green one,2
193,green > 20,0,knowing oh sorry green one,2
194,green > 40,0,knowing oh sorry green one,2
195,"purple = 10, red = 20, yellow = 30",0,So twenty plus ten thirty probably,2
196,"green = 20, purple = 10, red = 30",0,So twenty plus ten thirty probably,2
197,"blue = 30, green = 10, purple = 20",0,So twenty plus ten thirty probably,2
198,"blue = 20, purple = 30, red = 10",0,So twenty plus ten thirty probably,2
199,purple > 30,0,'s increment five could probably go thirty purple block,2
200,purple != 30,0,'s increment five could probably go thirty purple block,2
201,purple < 30,0,'s increment five could probably go thirty purple block,2
202,"blue = 30, green = 50, red = 40",0,'s increment five could probably go thirty purple block,2
203,"blue = 20, green = 20, red = 20",0,Which much 'll put twenty right,2
204,"purple = 20, red = 20, yellow = 20",0,Which much 'll put twenty right,2
205,yellow < 20,0,Which much 'll put twenty right,2
206,"blue = 20, purple = 20, red = 20",0,Which much 'll put twenty right,2
207,"green = 50, purple = 20, yellow = 30",0,"purple block , green block 's twenty thirty",2
208,"green = 10, red = 30, yellow = 30",0,"purple block , green block 's twenty thirty",2
209,"green = 10, purple = 30, yellow = 50",0,"purple block , green block 's twenty thirty",2
210,"green = 10, purple = 10, red = 20",0,"purple block , green block 's twenty thirty",2
211,"green = 50, purple = 20, yellow = 30",0,Oh twenty thirty 'll go fifty,2
212,"blue = 20, green = 50, yellow = 30",0,Oh twenty thirty 'll go fifty,2
213,"purple = 30, red = 50, yellow = 20",0,Oh twenty thirty 'll go fifty,2
214,"green = 20, purple = 30, red = 50",0,Oh twenty thirty 'll go fifty,2
215,red < 10,0,We tell weight red cube ten grams,3
216,red != 10,0,We tell weight red cube ten grams,3
217,red > 10,0,We tell weight red cube ten grams,3
218,"green = 10, purple = 10, yellow = 50",0,We tell weight red cube ten grams,3
219,blue > red,0,"red block , blue block 're weight",3
220,blue != red,0,"red block , blue block 're weight",3
221,red > blue,0,"red block , blue block 're weight",3
222,blue < red,0,"red block , blue block 're weight",3
223,green > 20,0,sufficient green block one 's probably twenty,3
224,green != 20,0,sufficient green block one 's probably twenty,3
225,green < 20,0,sufficient green block one 's probably twenty,3
226,"green = 10, red = 40, yellow = 30",0,sufficient green block one 's probably twenty,3
227,purple > 30,0,purple one thirty,3
228,purple != 30,0,purple one thirty,3
229,purple < 30,0,purple one thirty,3
230,"blue = 40, green = 20, red = 50",0,purple one thirty,3
231,"green = 50, purple = 20, yellow = 30",0,green twenty purple thirty yellow block weighs fifty,3
232,"green = 50, purple = 30, yellow = 20",0,green twenty purple thirty yellow block weighs fifty,3
233,"green = 20, purple = 50, yellow = 30",0,green twenty purple thirty yellow block weighs fifty,3
234,"green = 30, purple = 50, yellow = 20",0,green twenty purple thirty yellow block weighs fifty,3
235,green > 20,0,mentioned green twenty,3
236,green != 20,0,mentioned green twenty,3
237,green < 20,0,mentioned green twenty,3
238,"green = 50, red = 20, yellow = 30",0,mentioned green twenty,3
239,yellow = 10,0,yellow course ten,3
240,yellow < 10,0,yellow course ten,3
241,yellow > 10,0,yellow course ten,3
242,purple < 30,0,yellow course ten,3
243,green != purple,0,"try purple block , green block",3
244,green = purple,0,"try purple block , green block",3
245,green > purple,0,"try purple block , green block",3
246,green < purple,0,"try purple block , green block",3
247,yellow < 50,0,feel yellow fifty,3
248,yellow != 50,0,feel yellow fifty,3
249,yellow > 50,0,feel yellow fifty,3
250,"blue = 40, purple = 50, red = 50",0,feel yellow fifty,3
251,yellow = 30,0,yellow block 's sure thirty,3
252,yellow > 30,0,yellow block 's sure thirty,3
253,yellow < 30,0,yellow block 's sure thirty,3
254,"blue = 30, red = 20, yellow = 20",0,yellow block 's sure thirty,3
255,"blue = 40, purple = 30, red = 20",0,"yellow block must red block , blue block , purple block right comparing yellow block forty yellow block 's",3
256,"green = 20, purple = 50, yellow = 40",0,"yellow block must red block , blue block , purple block right comparing yellow block forty yellow block 's",3
257,"green = 10, red = 40, yellow = 40",0,"yellow block must red block , blue block , purple block right comparing yellow block forty yellow block 's",3
258,"purple = 50, red = 10, yellow = 40",0,"yellow block must red block , blue block , purple block right comparing yellow block forty yellow block 's",3
259,yellow < 50,0,yellow block fifty,3
260,yellow != 50,0,yellow block fifty,3
261,yellow = 50,0,yellow block fifty,3
262,yellow > 50,0,yellow block fifty,3
263,red < 10,0,I tell red cube ten grams,4
264,red != 10,0,I tell red cube ten grams,4
265,red > 10,0,I tell red cube ten grams,4
266,"blue = 20, green = 20, yellow = 50",0,I tell red cube ten grams,4
267,"green = 10, purple = 10, yellow = 10",0,Well top ten,4
268,blue != 10,0,Well top ten,4
269,yellow = 10,0,Well top ten,4
270,blue < 10,0,Well top ten,4
271,"blue = 20, green = 20, red = 10",0,"easy green block twenty cause red block ten long 's dropping red block , blue block 's",4
272,"blue = 20, green = 10, red = 10",0,"easy green block twenty cause red block ten long 's dropping red block , blue block 's",4
273,"blue = 10, green = 20, red = 10",0,"easy green block twenty cause red block ten long 's dropping red block , blue block 's",4
274,"blue = 10, green = 10, red = 20",0,"easy green block twenty cause red block ten long 's dropping red block , blue block 's",4
275,purple > 30,0,n't drop completely consider purple block thirty ’ drop,4
276,purple != 30,0,n't drop completely consider purple block thirty ’ drop,4
277,purple < 30,0,n't drop completely consider purple block thirty ’ drop,4
278,purple = green + yellow,0,n't drop completely consider purple block thirty ’ drop,4
279,purple = 30,0,n't drop completely consider purple block thirty ’ drop,4
280,purple > 30,0,n't drop completely consider purple block thirty ’ drop,4
281,purple != 30,0,n't drop completely consider purple block thirty ’ drop,4
282,purple < 30,0,n't drop completely consider purple block thirty ’ drop,4
283,"green = 50, purple = 20, yellow = 30",0,purple block 's purple block 's twenty purple block 's got ta thirty,4
284,"green = 10, purple = 30, yellow = 50",0,purple block 's purple block 's twenty purple block 's got ta thirty,4
285,"green = 10, purple = 10, red = 20",0,purple block 's purple block 's twenty purple block 's got ta thirty,4
286,"blue = 40, purple = 30, red = 20",0,purple block 's purple block 's twenty purple block 's got ta thirty,4
287,"green = 50, purple = 20, yellow = 30",0,purple block 's purple block 's twenty purple block 's got ta thirty,4
288,"green = 10, purple = 30, yellow = 50",0,purple block 's purple block 's twenty purple block 's got ta thirty,4
289,"green = 10, purple = 10, red = 20",0,purple block 's purple block 's twenty purple block 's got ta thirty,4
290,"blue = 40, purple = 30, red = 20",0,purple block 's purple block 's twenty purple block 's got ta thirty,4
291,"blue = 20, red = 40, yellow = 20",0,yellow red blue 's 's,4
292,"blue = 20, red = 10, yellow = 40",0,yellow red blue 's 's,4
293,"blue = 30, red = 40, yellow = 10",0,yellow red blue 's 's,4
294,"blue = 40, red = 20, yellow = 20",0,yellow red blue 's 's,4
295,blue > 10,0,blue ten,4
296,blue < 10,0,blue ten,4
297,blue != 10,0,blue ten,4
298,"blue = 10, purple = 20, yellow = 30",0,blue ten,4
299,yellow < 50,0,would yellow fifty,4
300,yellow != 50,0,would yellow fifty,4
301,yellow > 50,0,would yellow fifty,4
302,green > blue + purple,0,would yellow fifty,4
303,red < 10,0,I tell red cube ten grams,5
304,red != 10,0,I tell red cube ten grams,5
305,red > 10,0,I tell red cube ten grams,5
306,"green = 10, purple = 10, yellow = 30",0,I tell red cube ten grams,5
307,red < 10,0,alright reese fill survey end red block ten grams,5
308,red != 10,0,alright reese fill survey end red block ten grams,5
309,red > 10,0,alright reese fill survey end red block ten grams,5
310,"green = 30, red = 40, yellow = 20",0,alright reese fill survey end red block ten grams,5
311,blue > red,0,"'d red block , blue block 's basically 's teetering",5
312,blue != red,0,"'d red block , blue block 's basically 's teetering",5
313,red > blue,0,"'d red block , blue block 's basically 's teetering",5
314,blue < red,0,"'d red block , blue block 's basically 's teetering",5
315,"green = 10, red = 30, yellow = 30",0,"scale red block , blue block ten",5
316,"green = 10, purple = 10, red = 20",0,"scale red block , blue block ten",5
317,"green = 10, purple = 10, red = 50",0,"scale red block , blue block ten",5
318,"blue = 20, green = 10, yellow = 10",0,"scale red block , blue block ten",5
319,green > 20,0,green block one 's twenty,5
320,green != 20,0,green block one 's twenty,5
321,green < 20,0,green block one 's twenty,5
322,yellow = blue + green,0,green block one 's twenty,5
323,"green = 10, red = 30, yellow = 30",0,"red block , blue block ten theory ten ten twenty",5
324,"blue = 30, green = 30, yellow = 10",0,"red block , blue block ten theory ten ten twenty",5
325,"green = 10, purple = 10, red = 20",0,"red block , blue block ten theory ten ten twenty",5
326,"blue = 20, green = 20, yellow = 30",0,"red block , blue block ten theory ten ten twenty",5
327,green > 20,0,green twenty let 's see use hands,5
328,green != 20,0,green twenty let 's see use hands,5
329,green < 20,0,green twenty let 's see use hands,5
330,"green = 50, red = 30, yellow = 20",0,green twenty let 's see use hands,5
331,"green = 50, purple = 20, yellow = 30",0,purple block heavier green block one green block twenty purple block heavier green block one,5
332,"green = 10, purple = 10, red = 20",0,purple block heavier green block one green block twenty purple block heavier green block one,5
333,"blue = 20, green = 20, yellow = 30",0,purple block heavier green block one green block twenty purple block heavier green block one,5
334,"blue = 40, purple = 30, red = 20",0,purple block heavier green block one green block twenty purple block heavier green block one,5
335,purple < 20,0,purple block 's heavier greather twenty,5
336,purple != 20,0,purple block 's heavier greather twenty,5
337,purple = 20,0,purple block 's heavier greather twenty,5
338,purple < blue + green + yellow,0,purple block 's heavier greather twenty,5
339,"green = 50, purple = 20, yellow = 30",0,teeter teeter purple block 's less forty greater twenty purple block 's likely thirty n't options purple block 's gon na thirty,5
340,"green = 10, purple = 30, yellow = 50",0,teeter teeter purple block 's less forty greater twenty purple block 's likely thirty n't options purple block 's gon na thirty,5
341,"green = 10, purple = 10, red = 20",0,teeter teeter purple block 's less forty greater twenty purple block 's likely thirty n't options purple block 's gon na thirty,5
342,"blue = 40, purple = 30, red = 20",0,teeter teeter purple block 's less forty greater twenty purple block 's likely thirty n't options purple block 's gon na thirty,5
343,"blue = 30, green = 20, yellow = 20",0,Thirty twenty,5
344,"blue = 20, green = 30, red = 20",0,Thirty twenty,5
345,"blue = 20, green = 20, yellow = 30",0,Thirty twenty,5
346,"green = 30, purple = 30, red = 20",0,Thirty twenty,5
347,"green = 50, purple = 20, yellow = 30",0,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",5
348,"green = 10, purple = 30, yellow = 50",0,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",5
349,"blue = 20, purple = 50, yellow = 20",0,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",5
350,"green = 10, purple = 10, red = 50",0,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",5
351,"green = 20, purple = 50, yellow = 40",0,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",5
352,"purple = 10, red = 20, yellow = 20",0,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",5
353,"green = 50, purple = 40, red = 10",0,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",5
354,"purple = 40, red = 20, yellow = 50",0,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",5
355,"green = 50, purple = 20, yellow = 30",0,yellow block fifty purple block thirty,5
356,"green = 10, red = 30, yellow = 30",0,yellow block fifty purple block thirty,5
357,"green = 10, purple = 30, yellow = 50",0,yellow block fifty purple block thirty,5
358,"blue = 20, green = 20, yellow = 30",0,yellow block fifty purple block thirty,5
359,purple > 30,0,let 's go thirty purple block 's thirty,5
360,purple != 30,0,let 's go thirty purple block 's thirty,5
361,purple < 30,0,let 's go thirty purple block 's thirty,5
362,green < blue,0,let 's go thirty purple block 's thirty,5
363,red < 10,0,I tell red cube ten grams,6
364,red != 10,0,I tell red cube ten grams,6
365,red > 10,0,I tell red cube ten grams,6
366,"blue = 10, purple = 20, yellow = 10",0,I tell red cube ten grams,6
367,red < 10,0,red block red one 's ten grams,6
368,red != 10,0,red block red one 's ten grams,6
369,red > 10,0,red block red one 's ten grams,6
370,"green = 20, purple = 10, red = 50",0,red block red one 's ten grams,6
371,blue > red,0,"seems red block , blue block might",6
372,blue != red,0,"seems red block , blue block might",6
373,red > blue,0,"seems red block , blue block might",6
374,blue < red,0,"seems red block , blue block might",6
375,"green = 50, purple = 20, yellow = 30",0,"'s stuff written bottom 's red block , green block 's ten twenty right right 's looking",6
376,"green = 10, red = 30, yellow = 30",0,"'s stuff written bottom 's red block , green block 's ten twenty right right 's looking",6
377,"green = 10, purple = 30, yellow = 50",0,"'s stuff written bottom 's red block , green block 's ten twenty right right 's looking",6
378,"green = 10, purple = 10, red = 20",0,"'s stuff written bottom 's red block , green block 's ten twenty right right 's looking",6
379,"green = 50, purple = 20, yellow = 30",0,purple block 's twenty almost seems thirty takes past,6
380,"green = 10, purple = 30, yellow = 50",0,purple block 's twenty almost seems thirty takes past,6
381,"green = 10, purple = 10, red = 20",0,purple block 's twenty almost seems thirty takes past,6
382,"blue = 40, purple = 30, red = 20",0,purple block 's twenty almost seems thirty takes past,6
383,"green = 10, red = 30, yellow = 30",0,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",6
384,"green = 10, purple = 30, yellow = 50",0,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",6
385,"green = 10, purple = 10, red = 20",0,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",6
386,"green = 10, purple = 10, red = 50",0,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",6
387,"green = 50, purple = 50, red = 50",0,Fifty,6
388,green = 50,0,Fifty,6
389,yellow > 50,0,Fifty,6
390,"blue = 50, purple = 50, yellow = 50",0,Fifty,6
391,"green = 50, purple = 20, yellow = 30",0,"purple block , green block 's considerably heavier purple block one purple block thirty",6
392,"green = 10, red = 30, yellow = 30",0,"purple block , green block 's considerably heavier purple block one purple block thirty",6
393,"green = 10, purple = 30, yellow = 50",0,"purple block , green block 's considerably heavier purple block one purple block thirty",6
394,"blue = 20, green = 20, yellow = 30",0,"purple block , green block 's considerably heavier purple block one purple block thirty",6
395,"green = 50, purple = 20, yellow = 30",0,purple block 's thirty green twenty,6
396,"green = 10, red = 30, yellow = 30",0,purple block 's thirty green twenty,6
397,"green = 10, purple = 30, yellow = 50",0,purple block 's thirty green twenty,6
398,"green = 10, purple = 10, red = 20",0,purple block 's thirty green twenty,6
399,"green = 10, red = 30, yellow = 30",0,red small blue ten,6
400,"green = 10, purple = 10, red = 20",0,red small blue ten,6
401,"green = 10, purple = 10, red = 50",0,red small blue ten,6
402,"blue = 20, green = 10, yellow = 10",0,red small blue ten,6
403,green != purple,0,"green block , purple block 's heavy",6
404,green = purple,0,"green block , purple block 's heavy",6
405,green > purple,0,"green block , purple block 's heavy",6
406,green < purple,0,"green block , purple block 's heavy",6
407,"green = 50, purple = 20, yellow = 30",0,"purple block , green block fifty",6
408,"green = 10, purple = 30, yellow = 50",0,"purple block , green block fifty",6
409,"blue = 20, purple = 50, yellow = 20",0,"purple block , green block fifty",6
410,"green = 10, purple = 10, red = 50",0,"purple block , green block fifty",6
411,"blue = 40, purple = 30, red = 20",0,"purple block , blue block forty right",6
412,"green = 20, purple = 50, yellow = 40",0,"purple block , blue block forty right",6
413,"purple = 50, red = 10, yellow = 40",0,"purple block , blue block forty right",6
414,"blue = 20, red = 40, yellow = 30",0,"purple block , blue block forty right",6
415,"green = 50, purple = 20, yellow = 30",0,would yellow forty five could fifty since 're,6
416,"green = 10, purple = 30, yellow = 50",0,would yellow forty five could fifty since 're,6
417,"blue = 20, purple = 50, yellow = 20",0,would yellow forty five could fifty since 're,6
418,"green = 50, purple = 30, yellow = 30",0,would yellow forty five could fifty since 're,6
419,red < 10,0,I tell red cube ten grams,7
420,red != 10,0,I tell red cube ten grams,7
421,red > 10,0,I tell red cube ten grams,7
422,"green = 30, purple = 20, red = 30",0,I tell red cube ten grams,7
423,blue > 10,0,blue block seems ten,7
424,blue < 10,0,blue block seems ten,7
425,blue != 10,0,blue block seems ten,7
426,"blue = 30, green = 50, yellow = 20",0,blue block seems ten,7
427,"green = 10, purple = 10, red = 20",0,"red block , blue block twenty",7
