Utterance,Start,End,Group,Participant,Transcript
267,1146,1161.36,3,1,Well we're not even allowed to use the scale I say we give it our best guess at this point um
268,1155.66,1158.34,3,3,So what should I answer this 
269,1163.55,1165.77,3,0,
270,1166.85,1168.83,3,0,
271,1173.27,1175.64,3,3,We have two attempts to do this
272,1175.85,1185.58,3,1,Ok we have two attempts oh well then let's maybe we just try eighty and see if that's right and if it's not then it rules out
273,1175.85,1188.87,3,3,Yeah we have two attempts eighty eighty is good for three ninety yeah I'm just clicking on eighty
274,1191.3,1198.41,3,3,Oh it's right eighty yes
275,1191.3,1198.41,3,1,Oh we got it it's right eighty yeah
276,1198.5,1201.29,3,4,Ok for the final part of the task
277,1201.44,1206.6,3,4,Read the scenario in the next slide and estimate the weight of the missing second mystery block
278,1206.99,1210.83,3,4,You will have two attempts to estimate and explain your answer you can now continue the survey
279,1211.83,1215.83,3,3,Uh the factory that creates wooden blocks did not send us a second mystery block
280,1218.33,1220.31,3,3,Weights so the second block
281,1224.81,1223.58,3,1,Ok so we literally know nothing about the second block this sounds like a Bayesian probability question right
282,1227.5,1236,3,3,The second yes yeah so we have to use only this
283,1237.44,1244.92,3,1,Well I assume we can use the second the first mystery block as a data point
284,1240.92,1247.04,3,3,The first mystery block this is eighty we could just 
285,1247.22,1247.91,3,1,Yeah
286,1248.75,1250.88,3,2,Uh I how
287,1251.12,1254.33,3,2,Like they have two one forty grams
288,1254.51,1268.76,3,2,So it must be a set so we should be able to make every possible weight here with these blocks they have one fifty two
289,1262.75,1266.66,3,1,Every possible weight up to one forty you think so we got 
290,1268.82,1271.1,3,2,Maybe
291,1272.27,1275.92,3,2,Maybe we must be able to do every weight here
292,1276.5,1282.02,3,3,Yeah the highest we can make is a one fifty we can make a one fifty even
293,1282.86,1288.58,3,2,And we can make it up to one fifty so if we find a block which can make
294,1288.41,1291.65,3,1,So with all of these we can make it up to one fifty
295,1293.03,1298.01,3,1,Ok yeah eighty plus fifty fifty and then yeah ok
296,1298.55,1308.63,3,2,We have ten two tens we have twenty we have thirty we can make forty with these three we can we have fifty
297,1309.08,1312.83,3,2,We have fifty with sixty sixty these two seventy
298,1312.83,1314.06,3,3,Sixty and these two
299,1314.21,1318.58,3,2,We have eighty we can make ninety we can make
300,1315.92,1322.07,3,3,We can make ninety a hundred even one ten even
301,1322.73,1325.94,3,2,One ten ok one twenty
302,1326.75,1330.42,3,3,Yeah we can it's thirty and ten
303,1329.15,1334.28,3,2,Yeah this is four ok one twenty is done 
304,1335.92,1340.33,3,3,One thirty is automatically fifty plus eighty
305,1334.55,1341.96,3,2,And uh one thirty yeah fifty ok
306,1343.08,1348.38,3,3,One forty obviously we can make that and one fifty
307,1342.17,1346.66,3,2,And then ok 
308,1350.501,1353.42,3,1,So we want to guess one fifty is that
309,1348.5,1350.58,3,3,And yeah we can make everything
310,1356.03,1358.01,3,0,
311,1358.22,1363.05,3,3,We have two oppurtunities for that even so
312,1363.11,1374.9,3,3,Whatever like how did we guess eighty like we used only two blocks even for measurement of everything we just used two blocks so I'm thinking
313,1375.02,1377.81,3,3,If we just used only two blocks then
314,1377.93,1380.87,3,3,The highest two blocks may weigh something
315,1381.35,1388.85,3,3,One thirty yeah because we measured this with the help of
316,1381.33,1384.25,3,1,And that would be one thirty right 
317,1388.94,1390.92,3,3,These two
318,1392.09,1397.94,3,3,And with this we measured with these two and with this we measured with the help of these two
319,1394.33,1397.94,3,1,Wait wait wait
320,1399.11,1399.84,3,3,We almost
321,1399.75,1401.36,3,1,The instructions
322,1401.72,1403.7,3,1,We had to they're not the instructions
323,1403.91,1406.13,3,1,The waiver we signed
324,1407.21,1409.19,3,1,Fibonnaci block test
325,1409.97,1414.62,3,2,Yes it's a Fibonnaci series
326,1414.68,1417.5,3,2,One one twenty then
327,1417.77,1423.01,3,2,Thirty thirty plus twenty fifty fifty plus thirty eighty eighty plus fifty one thirty
328,1418.91,1424.37,3,3,Thirty fifty eight one thirty
329,1424.73,1429.26,3,3,Ok let me try one thirty
330,1429.62,1431.9,3,3,And
331,1433.22,1435.08,3,3,Oh what should I index
332,1435.58,1436.33,3,2,The fibonacci series
333,1454.75,1458.72,3,3,Sounds good ok I'm submitting this
334,1464.63,1465.5,3,1,It means we're awesome
335,1464.83,1467.17,3,3,Ooh that's great that's good
336,1472.34,1474.32,3,0,
